OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
4388,8_07016,20160622,8,07016,AZUCENAS-GINER DE LOS RÍOS,,S,,,,,,U,28,005,00501,0050101,99999,Calle,,Azucenas,N,8,,,28804,05,001,,T005840,0050101001,8,2,B3,3,005-024,880,,,2,3,20010621,19010101,,469706,4481643,T,,AZUCENAS-GINER DE LOS RÍOS,,
4389,8_09461,20160622,8,09461,RONDA HENARES-SAN MARCOS,,S,,,,,,U,28,005,00501,0050101,99999,Calle,,Ronda del Henares,N,11,,,28804,04,001,,,,8,2,B3,3,005-022,878,,,2,3,20010621,19010101,,469494,4480941,T,,RONDA HENARES-SAN MARCOS,,
4390,8_10469,20160622,8,10469,CTRA.M509-URB.ENTREÁLAMOS,,S,,,,,,C,28,080,08042,0804299,01374,Ctra, ,M-509 (Villanueva del Pardillo),N,3500,,M-509,28220,01,014,,T080648,,,6,B2,2,080-001,976,,558-2,3,7,20010621,19010101,,421107,4482122,T,,CTRA.M509-URB.ENTREÁLAMOS,,
4391,8_11150,20160622,8,11150,CASTILLO PONFERRADA-CASTILLO GOMAR,,S,,,,,,Z,28,176,17607,1760704,A0048,Calle,,Castillo de Ponferrada,N,2,,,28692,01,002,,T17615,1760704001,9,5,B3,3,176-003,1025,,558-2,2,3,20010621,19010101,,420064,4480232,T,,CASTILLO PONFERRADA-CASTILLO GOMAR,,
4392,8_12545,20160622,8,12545,AV.MADRID-REAL,,S,,,,,,U,28,027,02701,0270101,A0054,Avda,de,Madrid,N,SN,,,28730,01,001,,T02755,0270101003,10,1,C2,4,027-001,1040,,484-2,2,3,20010621,19010101,,446448,4538359,T,,AV.MADRID-REAL,,
4393,8_17486,20160622,8,17486,AV.VALENCIA-CEMENTERIO VIEJO,,S,,,,,,U,28,014,01401,0140199,10251,Avda,de,Valencia,SN,SN,,,28500,01,021,,T014177,0140199999,8,3,B3,3,014-003,888,,583-1,2,3,20080219,20080219,,462703,4461895,T,,AV.VALENCIA-CEMENTERIO VIEJO,,
4394,8_10470,20160622,8,10470,CTRA.M509-URB.ENTREÁLAMOS,,S,,,,,,C,28,080,08042,0804299,01374,Ctra, ,M-509 (Villanueva del Pardillo),N,12,,M-509,28220,01,014,,T0802,0804299999,9,6,B2,3,080-001,976,,558-2,1,7,20010621,19010101,,421151,4482092,T,,CTRA.M509-URB.ENTREÁLAMOS,,
4395,8_09822,20160622,8,09822,AV.ATENAS-PZA.CRETA,,S,,,,,,Z,28,127,12715,1271501,01060,Avda,de,Atenas,N,64,,,28230,01,007,,T127392,1271501025,9,6,B2,3,127-003,1012,,533-4,2,3,20010621,19010101,,422068,4486160,T,,AV.ATENAS-PZA.CRETA,,
4396,8_10432,20160622,8,10432,PZA.CONSTITUCIÓN-AYUNTAMIENTO,,S,,,,,,T,28,173,17303,1730301,00072,Plaza,de la,Constitución,N,1,,M-319,28598,01,001,13,T17336,1730301001,12,3,C2,4,173-001,1149,,606-4,2,2,20010621,19010101,,479638,4435624,T,,PZA.CONSTITUCIÓN-AYUNTAMIENTO,,
4397,8_10408,20160622,8,10408,AOSLOS-REAL,,S,,,,,,T,28,070,07002,0700201,00008,Calle, ,Real,N,128,,M-136,28755,01,001,11,T07042,0700201001,,1,C2,3,070-001,1052,,458-4,1,11,20010621,19010101,,449866,4545168,T,,AOSLOS-REAL,,
4398,8_06419,20160622,8,06419,AV.ATENAS-EL REFUGIO,,S,,,,,,Z,28,127,12715,1271501,01060,Avda,de,Atenas,N,5,,,28230,01,018,,T127315,1271501017,9,6,B2,3,127-005,1014,,533-4,2,3,20010621,19010101,,423678,4487620,T,,AV.ATENAS-EL REFUGIO,,
4399,8_10431,20160622,8,10431,COMUNIDAD MADRID-COLONIA TIERNO GALVÁN,,S,,,,,,C,28,060,06001,0600101,00132,Calle,de la,Comunidad de Madrid,N,53,,M-326,28597,01,001,12,T06032,0600101008,12,3,C2,4,060-001,1129,,607-1,2,11,20010621,19010101,,486867,4441393,T,,COMUNIDAD MADRID-COLONIA TIERNO GALVÁN,,
4400,8_15717,20160622,8,15717,REAL-BIBLIOTECA,,S,,,,,,U,28,127,12704,1270401,02834,Calle,,Real,N,54,,,28230,01,015,,T127794,1270401002,9,6,B2,3,127-009,1018,,558-2,2,3,20041123,20041209,,426596,4482665,T,,REAL-BIBLIOTECA,,
4401,8_12367,20160622,8,12367,AV.NUESTRA SRA.RETAMAR-PZA.CONCORDIA,,S,,,,,,U,28,127,12704,1270499,99999,Avenida ,,Nuestra Señora del Retamar,N,sn,,,28230,01,032,,T127557,1270499999,9,6,B2,3,127-006,1015,,558-2,2,3,20010621,19010101,,425334,4483418,T,,AV.NUESTRA SRA.RETAMAR-PZA.CONCORDIA,,
4402,8_06513,20160622,8,06513,AV.NUESTRA SRA.DEL RETAMAR-MARÍA CURIE,Con Plaza de 8 de Marzo,S,,,,,,U,28,127,12704,1270499,99999,Avenida,,Nuestra Señora del Retamar,N,sn,,,28230,01,032,,T127557,1270499999,9,6,B2,3,127-006,1015,,533-4,2,3,20010621,19010101,,424963,4484012,T,,AV.NUESTRA SRA.DEL RETAMAR-MARÍA CURIE,,
4403,8_10400,20160622,8,10400,MANJIRÓN-IGLESIA,,S,,,,,,T,28,902,90204,9020401,A0106,Avda,del,Villar,N,25,,M-126,28754,01,001,21,T90278,9020401001,,1,C2,3,902-001,1086,,484-2,1,7,20010621,19010101,,450934,4535228,T,,MANJIRÓN-IGLESIA,,
4404,8_06417,20160622,8,06417,AV.ATENAS-MICENAS,,S,,,,,,Z,28,127,12715,1271501,01060,Avda,de,Atenas,N,48,,,28230,01,018,,T127346,1271501014,9,6,B2,3,127-005,1014,,533-4,2,3,20010621,19010101,,422469,4486735,T,,AV.ATENAS-MICENAS,,
4405,8_10958,20160622,8,10958,PLAYA DE SITGES-AV.ATENAS,,S,,,,,,Z,28,127,12715,1271501,02209,Calle,,Playa de Sitges,N,2,,,28230,01,029,,T127277,1271501019,9,6,B2,3,127-004,1013,,533-4,2,3,20010621,19010101,,424423,4487938,T,,PLAYA DE SITGES-AV.ATENAS,,
4406,8_12564,20160622,8,12564,PIÑUECAR-PZA.MAYOR,Dehesa. Piñuecar (MADRID),S,,,,,,T,28,114,11402,1140201,A0014,Calle,,Carretera,N,21,,M-132,28738,01,001,,T11425,1140201001,10,1,C2,4,114-001,1065,,458-4,2,3,20010621,19010101,,449731,4542803,T,,PIÑUECAR-PZA.MAYOR,,
4407,8_11516,20160622,8,11516,AV.MARSIL-IGLESIA,,S,,,,,,Z,28,127,12715,1271501,A0022,Avda,de,Marsil,N,24,,,28230,01,009,,T127195,1271501013,9,6,B2,3,127-001,1010,,533-4,2,3,20010621,19010101,,423797,4488883,T,,AV.MARSIL-IGLESIA,,
4408,8_09852,20160622,8,09852,CTRA.A3-FUENTIDUEÑA DE TAJO,,S,,,,,,C,28,060,06001,0600101,00148,Ctra,del,Canal,N,1,,A-3,28597,01,001,12,T06028,0600101012,12,3,C2,4,060-001,1129,,607-1,1,8,20010621,19010101,,486882,4441510,T,,CTRA.A3-FUENTIDUEÑA DE TAJO,,
4409,8_11956,20160622,8,11956,AV.MARSIL-IGLESIA,,S,,,,,,U,28,127,12715,1271501,A0022,Avda,de,Marsil,N,28,,,28230,01,009,,T127186,1271501013,9,6,B2,3,127-001,1010,,533-4,2,3,20010621,19010101,,423724,4488893,T,,AV.MARSIL-IGLESIA,,
4410,8_10327,20160622,8,10327,CTRA.M141-HORCAJUELO DE LA SIERRA,,S,,,,,,T,28,071,07101,0710101,00028,Calle, ,Pozas,N,4,,M-141,28191,01,001,11,T07138,0710101001,,1,C2,4,071-001,1053,,458-4,2,11,20010621,19010101,,454308,4545745,T,,CTRA.M141-HORCAJUELO DE LA SIERRA,,
4411,8_11955,20160622,8,11955,PLAYA LAS AMÉRICAS-PLAYA RIBEIRA,,S,,,,,,U,28,127,12715,1271501,02446,Calle,,Playa de Ribeira,N,39,,,28230,01,029,,T127245,1271501019,9,6,B2,3,127-004,1013,,533-4,2,3,20010621,19010101,,423940,4488449,T,,PLAYA LAS AMÉRICAS-PLAYA RIBEIRA,,
4412,8_09825,20160622,8,09825,AV.ATENAS-CºPERALES,,S,,,,,,Z,28,127,12715,1271599,01060,Avda,de,Atenas,N,48,,,28230,01,007,,T127266,1271599999,9,6,B2,3,127-003,1012,,533-4,2,3,20010621,19010101,,422446,4486741,T,,AV.ATENAS-CºPERALES,,
4413,8_09824,20160622,8,09824,AV.ATENAS-PARADISIA,,S,,,,,,Z,28,127,12715,1271501,01060,Avda,de,Atenas,N,50,,,28230,01,007,,T127350,1271501025,9,6,B2,3,127-003,1012,,533-4,2,3,20010621,19010101,,422263,4486458,T,,AV.ATENAS-PARADISIA,,
4414,8_09821,20160622,8,09821,AV.ATENAS-C.C.ZOCO MONTERROZAS,,S,,,,,,Z,28,127,12715,1271599,01060,Avda,de,Atenas,N,75,,,28230,01,007,,T127425,1271599999,9,6,B2,3,127-003,1012,,533-4,2,3,20010621,19010101,,421856,4485815,T,,AV.ATENAS-C.C.ZOCO MONTERROZAS,,
4415,8_07239,20160622,8,07239,CTRA.A2-PQUE.EMP.SAN FERNANDO,,S,,,,,,C,28,130,13019,1301901,00582,Ctra,de,Inta,N,200,,A-2,28850,01,001,,T130414,,,2,B1,2,130-001,922,,560-1,4,0,20010621,19010101,,456583,4478334,T,,CTRA.A2-PQUE.EMP.SAN FERNANDO,,
4416,8_11048,20160622,8,11048,AV.UNIVERSIDAD-UNIVERSIDAD,,S,,,,,,Z,28,176,17604,1760401,A0199,Avda,,Universidad,N,1,,,28691,01,003,,T17652,1760401006,9,5,B3,3,176-002,1024,,558-2,2,3,20010621,19010101,,416671,4478403,T,,AV.UNIVERSIDAD-UNIVERSIDAD,,
4417,8_09819,20160622,8,09819,ARISTÓTELES-CENTRO DE SALUD,,S,,,,,,U,28,127,12715,1271599,02555,Calle, ,Aristóteles,N,3,,,28232,01,038,,T1278021,,,6,B2,2,127-005,1014,,533-4,2,3,20010621,19010101,,422310,4485558,T,,ARISTÓTELES-CENTRO DE SALUD,,
4418,8_09811,20160622,8,09811,TRACIA-URB.LOS JARALES,,S,,,,,,Z,28,127,12715,1271501,02559,Calle,,Tracia,N,30,,,28230,01,019,,T127454,1271501027,9,6,B2,3,127-005,1014,,533-4,2,3,20010621,19010101,,423538,4485840,T,,TRACIA-URB.LOS JARALES,,
4419,8_10324,20160622,8,10324,CTRA.M127-PAREDES DE BUITRAGO,,S,,,,,,T,28,902,90201,9020101,A0100,Calle,de la,Soledad,N,2,,M-127,28196,01,001,31,T90219,9020101001,10,1,C2,4,902-001,1086,,458-4,1,11,20010621,19010101,,452903,4539693,T,,CTRA.M127-PAREDES DE BUITRAGO,,
4420,8_09965,20160622,8,09965,EMPEDRADA-REAL,,S,,,,,,U,28,176,17604,1760401,A0067,Calle,,Empedrada,N,5,,,28691,01,006,,T176119,1760401005,9,5,B3,3,176-001,1023,,558-2,2,3,20010621,19010101,,414901,4478191,T,,EMPEDRADA-REAL,,
4421,8_13288,20160622,8,13288,EJIDILLO-MUSGO,,S,,,,,,U,28,045,04501,0450101,A0121,Calle,del,Ejidillo,N,81,,,28770,01,001,,T045530,0450101042,6,7,B3,3,045-006,614,,534-1,2,3,20020920,20020725,,435514,4500984,T,,EJIDILLO-MUSGO,,
4422,8_12016,20160622,8,12016,MORERAS-ESCUELA DE FÚTBOL,,S,,,,,,U,28,080,08022,0802201,01548,Calle, ,Moreras,N,13,,,28222,02,023,,T080814,,,6,B2,2,080-011,986,,558-2,1,11,20010621,19010101,,426689,4478937,T,,MORERAS-ESCUELA DE FÚTBOL,,
4423,8_15886,20160622,8,15886,JOVELLANOS-ÁNGEL SAAVEDRA,,S,,,,,,U,28,123,12307,1230701,00721,Calle,,Jovellanos,N,48,,,28529,01,023,,T123291,1230701012,8,3,B1,3,123-004,916,,559-4,2,3,20050516,20050516,,455548,4467266,T,,JOVELLANOS-ÁNGEL SAAVEDRA,,
4424,8_15884,20160622,8,15884,AV.TÉCNICA-FRAGUA,,S,,,,,,U,28,123,12318,1231801,A0090,Avda,de la,Técnica,N,21,,,28529,01,001,,T123389,1231801005,8,3,B1,3,123-007,919,,559-4,2,3,20050516,20050516,,454155,4466480,T,,AV.TÉCNICA-FRAGUA,,
4425,8_11601,20160622,8,11601,AV.FRANCIA-AV.LEVANTE,,S,,,,,,U,28,123,12307,1230701,A0036,Avda, ,Francia,N,62,,,28521,01,016,,T123508,1230701006,,3,B2,2,123-005,917,,583-1,1,0,20010621,19010101,,456570,4464736,T,,AV.FRANCIA-AV.LEVANTE,,
4426,8_17806,20160622,8,17806,ANITA MARTÍNEZ-AMSTERDAN,,S,,,,,,U,28,074,07402,0740201,C0107,Calle, ,Anita Martínez,N,6,,,28918,03,019,,T074340,0740201041,7,4,B1,2,074-005,744,,559-3,2,3,20081017,20081017,,434554,4466483,N,,ANITA MARTÍNEZ-AMSTERDAN,,
4427,8_11602,20160622,8,11602,MIRALRÍO-AV.DE LEVANTE,,S,,,,,,U,28,123,12307,1230701,10900,Calle,,Miralrío,N,109,,,28529,01,016,,T123511,1230701006,8,3,B2,3,123-005,917,,583-1,1,0,20010621,19010101,,456675,4464474,T,,MIRALRÍO-AV.DE LEVANTE,,
4428,8_17807,20160622,8,17807,ANITA MARTÍNEZ-ATENAS,,S,,,,,,U,28,074,07402,0740201,C0114,Calle, ,Varsovia,N,1,,,28918,03,019,,T074318,0740201041,7,4,B1,2,074-005,744,,559-3,2,3,20081017,20081017,,434293,4466492,N,,ANITA MARTÍNEZ-ATENAS,,
4429,8_13269,20160622,8,13269,MIRALRÍO-LAGO CONSTANZA,,S,,,,,,U,28,123,12307,1230701,10900,Calle,,Miralrío,N,109,,,28529,01,016,,T123530,1230701008,8,3,B2,3,123-005,917,,583-1,2,3,20020913,20020913,,456691,4464467,T,,MIRALRÍO-LAGO CONSTANZA,,
4430,8_17808,20160622,8,17808,ANITA MARTÍNEZ-PRAGA,,S,,,,,,U,28,074,07402,0740201,C0112,Calle, ,Praga,N,2,,,28918,03,019,,T074351,0740201041,7,4,B1,2,074-005,744,,559-3,2,3,20081017,20081017,,434299,4466460,N,,ANITA MARTÍNEZ-PRAGA,,
4431,8_07451,20160622,8,07451,AV.MADRID-AV.FINANZAUTO,,S,,,,,,U,28,014,01401,0140101,10246,Avda,de,Madrid,N,51,,,28500,01,013,,T014312,0140101019,8,3,B3,3,014-006,891,,583-1,1,1,20010621,19010101,,460265,4462158,T,,AV.MADRID-AV.FINANZAUTO,,
4432,8_07500,20160622,8,07500,AV.MADRID-VIVEROS,,S,,,,,,U,28,014,01403,0140399,10246,Avda,de,Madrid,N,138,,,28529,01,014,,T01436,0140399999,8,3,B3,3,014-006,891,,583-1,4,8,20010621,19010101,,457999,4462929,T,,AV.MADRID-VIVEROS,,
4433,8_07464,20160622,8,07464,AV.MADRID-LA PERLA,,S,,,,,,U,28,014,01401,0140101,10246,Avda,de,Madrid,N,3800,,,28500,01,019,,T0144889,0140101045,8,3,B3,2,014-002,887,,583-1,1,1,20010621,19010101,,461412,4461893,T,,AV.MADRID-LA PERLA,,
4434,8_07461,20160622,8,07461,CTRA.LOECHES-ZOCO,,S,,,,,,U,28,014,01401,0140101,A0223,Ctra,de,Loeches,N,7,,,28500,01,003,,T0144967,0140101021,,3,B3,2,014-004,889,,583-1,1,0,20010621,19010101,,462560,4461625,T,,CTRA.LOECHES-ZOCO,,
4435,8_07501,20160622,8,07501,CTRA.A3-PUENTE DE ARGANDA,,S,,,,,,C,28,014,01403,0140399,99999,Crta., ,A-3 (VÍA DE SERVICIO),N,20.700,,A-3,28529,01,014,,T0144850,0140399999,8,3,B3,2,014-006,891,,583-1,1,8,20010621,19010101,,456608,4463386,T,,CTRA.A3-PUENTE DE ARGANDA,,
4436,8_10624,20160622,8,10624,AV.MADRID-CENTRO COMERCIAL,,S,,,,,,U,28,014,01401,0140101,10246,Avda,de,Madrid,N,92,,,28500,01,019,,T014231,0140101006,8,3,B3,3,014-002,887,,583-1,4,1,20010621,19010101,,459579,4462412,T,,AV.MADRID-CENTRO COMERCIAL,,
4437,8_07513,20160622,8,07513,AV.ALMENDROS-AV.ZARZUELA,,S,,,,,,U,28,123,12318,1231801,00905,Avda,de los,Almendros,N,16,,,28523,01,012,,T123170,1231801003,8,3,B1,2,123-002,914,,559-4,1,0,20010621,19010101,,454278,4468294,T,,AV.ALMENDROS-AV.ZARZUELA,,
4438,8_06257,20160622,8,06257,AV.VICTORIA-AV.ESTACIÓN,Cód. Cemusa: 1071536,S,,,,,,U,28,079,07901,0802201,06354,Avda,de la,Victoria,N,95,,,28220,02,015,096,T080152,0802201043,5,6,B1,3,080-004,979,,559-1,2,3,20010621,19010101,,429198,4481005,T,,AV.VICTORIA-AV.ESTACIÓN,,
4439,8_07511,20160622,8,07511,AV.ALMENDROS-RÍO JARAMA,,S,,,,,,U,28,123,12318,1231801,00905,Avda,de los,Almendros,N,130,B,,28523,01,012,,T123150,1231801020,8,3,B1,2,123-002,914,,559-4,1,5,20010621,19010101,,454896,4468666,T,,AV.ALMENDROS-RÍO JARAMA,,
4440,8_07509,20160622,8,07509,AV.ALMENDROS-ACEBO,,S,,,,,,U,28,123,12318,1231801,00905,Avda,de los,Almendros,N,130,,,28522,01,006,,T123155,1231801019,8,3,B1,2,123-002,914,,559-4,1,5,20010621,19010101,,454892,4468646,T,,AV.ALMENDROS-ACEBO,,
4441,8_06261,20160622,8,06261,AV.VICTORIA-VIRGEN DE LOS OLMOS,"Frente al nº 2
Cód. Cemusa: 1071524",S,,,,,,U,28,079,07901,0790101,06354,Avda,de la,Victoria,SN,SN,,,28023,09,072,096,T0792486,0790101014,5,6,B1,2,079-09-200,200,,559-1,2,3,20010621,19010101,,430572,4480313,T,,AV.VICTORIA-VIRGEN DE LOS OLMOS,,
4442,8_12677,20160622,8,12677,AV.INSTITUTO-COLONIA LOS ALMENDROS,,S,,,,,,U,28,014,01401,0140101,A0190,Avda,del,Instituto,N,109,,,28500,01,018,,T014643,0140101052,8,3,B3,3,014-008,893,,583-1,2,3,20010621,19010101,,462437,4460566,T,,AV.INSTITUTO-COLONIA LOS ALMENDROS,,
4443,8_07470,20160622,8,07470,AV.MADRID-CTRA.CAMPO REAL,,S,,,,,,U,28,014,01401,0140101,10246,Avda,de,Madrid,N,132,,,28500,01,019,,T014196,,,3,B3,3,014-006,891,,583-1,1,1,20010621,19010101,,458778,4462669,T,,AV.MADRID-CTRA.CAMPO REAL,,
4444,8_11143,20160622,8,11143,PºERMITA-SANTA TERESA,,S,,,,,,U,28,079,07901,0790101,01996,Paseo,de la,Ermita,N,24,,,28023,09,075,097,T0793540,0790101029,5,6,B1,2,079-09-203,203,,559-1,2,3,20010621,19010101,,433975,4479403,T,,PºERMITA-SANTA TERESA,,
4445,8_06272,20160622,8,06272,ARAQUIL-ARANDILLA,Cód. Cemusa: 1070042,S,,,,,,U,28,079,07901,0790101,00523,Calle,de,Araquil,N,16,,,28023,09,075,097,T0793794,0790101034,5,6,B1,2,079-09-203,203,,559-1,2,3,20010621,19010101,,433997,4479371,T,,ARAQUIL-ARANDILLA,2314,
4446,8_07516,20160622,8,07516,AV.MIGUEL HERNÁNDEZ-LUNA,,S,,,,,,U,28,123,12318,1231801,12403,Calle,de la,Osa Mayor,N,5,,,28523,01,010,,T123250,1231801004,8,3,B1,2,123-001,913,,559-4,1,0,20010621,19010101,,453601,4467813,T,,AV.MIGUEL HERNÁNDEZ-LUNA,,
4447,8_09167,20160622,8,09167,CTRA.M209-BARRIO DE LA VIRGEN,,S,,,,,,T,28,033,03301,0330199,00241,Ctra,,Madrid,N,3,,M-209,28510,01,002,11,T033121,0330199999,12,3,C1,4,033-001,1122,,560-3,1,11,20010621,19010101,,467216,4465248,T,,CTRA.M209-BARRIO DE LA VIRGEN,,
4448,8_16760,20160622,8,16760,ANDRÉS MARTÍNEZ-PLAZA DE TOROS,,S,,,,,,U,28,013,01302,0130201,A0020,Calle,de,Andrés Martínez,N,1,A,,28300,03,002,,T013588,0130201027,11,4,C1,4,013-006,1094,,605-4,2,3,20070326,20070326,,448695,4431185,T,,ANDRÉS MARTÍNEZ-PLAZA DE TOROS,,
4449,8_16380,20160622,8,16380,CºRÍO-CTRA.M622,,S,,,,93,169,T,28,038,03802,0380201,00118,Cmno,del,Río,N,3,A,M-966,28470,01,003,,T038189,0380201011,,6,C2,4,038-001,1155,,508-3,2,3,20060707,20060707,,410016,4510582,T,,CºRÍO-CTRA.M622,,
4450,8_09503,20160622,8,09503,CTRA.M204-ESTACIÓN,,S,,,,,,T,28,146,14601,1460101,99999,Paseo,de la,Estación (M-204),N,5,,M-204,28550,01,001,11,T14641,1460101001,12,3,C2,4,146-001,1141,,583-4,1,7,20010621,19010101,,473466,4455314,T,,CTRA.M204-ESTACIÓN,,
4451,8_16656,20160622,8,16656,SAN MACARIO-AV.SERRANA,,S,,,,,,U,28,068,06802,0680201,00404,Calle, ,San Macario,N,40,,,28440,01,008,,T068121,,,6,C1,3,068-001,1160,,508-3,2,3,20070212,20070212,,407086,4503323,T,,SAN MACARIO-AV.SERRANA,,
4452,8_15667,20160622,8,15667,MARQUÉS DE SANTILLANA-ALFONSO X,,S,,,,,,T,28,068,06802,0680201,A0034,Calle, ,Marqués de Santillana,N,23,,M-614,28440,01,005,,T068187,,,6,C1,3,068-001,1160,,508-3,2,3,20040915,20040915,,408469,4503281,T,,MARQUÉS DE SANTILLANA-ALFONSO X,,
4453,8_16657,20160622,8,16657,SAN MACARIO-AV.SERRANA,,S,,,,,,U,28,068,06802,0680201,00404,Calle, ,San Macario,N,13,K,,28440,01,008,,T068195,,,6,C1,3,068-001,1160,,508-3,2,3,20070212,20070212,,407106,4503313,T,,SAN MACARIO-AV.SERRANA,,
4454,8_16676,20160622,8,16676,PZA.MONTELEÓN-URB.MONTELEÓN,,S,,,,,,U,28,068,06802,0680201,00024,Calle, ,Dos de Mayo,N,1,,,28440,01,002,,T068138,,,6,C1,3,068-001,1160,,508-3,2,9,20070212,20070212,,408251,4503429,T,,PZA.MONTELEÓN-URB.MONTELEÓN,,
4455,8_09283,20160622,8,09283,CTRA.M623-URB.LA LLAMA,,S,,,,,,C,28,068,06802,0680299,A0012,Ctra,de,Collado Mediano,KM,12400,,M-623,28440,01,004,21,T06860,0680299999,13,6,C1,4,068-001,1160,,508-3,1,8,20010621,19010101,,408813,4503597,T,,CTRA.M623-URB.LA LLAMA,,
4456,8_15616,20160622,8,15616,ERAS-URB.LOS COPOS,,S,,,,,,U,28,093,09301,0930199,A0041,Calle,de las,Eras,N,24,,,28491,01,001,,T0933138,,,6,C2,3,093-001,1163,,508-4,2,3,20040706,20040706,,415039,4509805,T,,ERAS-URB.LOS COPOS,,
4457,8_07522,20160622,8,07522,AV.COVIBAR-ABOGADOS DE ATOCHA,,S,,,,92,318,U,28,123,12318,1231801,05400,Avda,de,Covibar,N,10,,,28523,01,004,,T123130,1231801002,,3,B1,2,123-001,913,,559-4,1,0,20010621,19010101,,453498,4468661,T,,AV.COVIBAR-ABOGADOS DE ATOCHA,,
4458,8_17487,20160622,8,17487,AV.VALENCIA-CEMENTERIO VIEJO,Con Cmno de Valdepozuelos,S,,,,,,U,28,014,01407,0140199,10251,Avda,de,Valencia,N,5100,,,28500,01,025,,T0144982,,,3,B3,2,014-003,888,,583-1,2,3,20080219,20080219,,462593,4461939,T,,AV.VALENCIA-CEMENTERIO VIEJO,,
4459,8_07517,20160622,8,07517,AV.MIGUEL HERNÁNDEZ-LOS ASTROS,,S,,,,,,U,28,123,12318,1231801,10601,Avda,de,Miguel Hernández,N,3,,,28523,01,010,,T1233702,1231801004,8,3,B1,2,123-001,913,,559-4,1,0,20010621,19010101,,453644,4468050,T,,AV.MIGUEL HERNÁNDEZ-LOS ASTROS,,
4460,8_17851,20160622,8,17851,PABLO PICASSO-CTRA.POZUELO,,S,,,,,,U,28,080,08022,0802201,99999,Calle,,Pablo Picasso,N,16,,,28220,02,020,,T080515,0802201056,9,6,B2,3,080-011,986,,558-2,2,3,20090223,20090223,,427311,4478582,N,,PABLO PICASSO-CTRA.POZUELO,,
4461,8_09101,20160622,8,09101,AV.MIGUEL HERNÁNDEZ-LOS ASTROS,,S,,,,,,U,28,123,12318,1231801,10601,Avda,de,Miguel Hernández,N,3,,,28523,01,002,,T123218,1231801004,8,3,B1,2,123-001,913,,559-4,1,0,20010621,19010101,,453632,4468066,T,,AV.MIGUEL HERNÁNDEZ-LOS ASTROS,,
4462,8_11542,20160622,8,11542,CABANILLAS DE LA S.-CTRA.ANTIGUA N1,,S,,,,,,U,28,029,02901,0290199,00136,Ctra,,Antigua N-I (Madrid-Burgos),N,8,,,28721,01,001,,T0296,0290199999,10,1,C2,4,029-001,1042,,509-2,2,3,20010621,19010101,,447103,4519688,T,,CABANILLAS DE LA S.-CTRA.ANTIGUA N1,,
4463,8_07525,20160622,8,07525,AV.COVIBAR-LA ROSA,,S,,,,,,U,28,123,12318,1231801,05400,Avda,de,Covibar,N,1,A,,28523,01,002,,T123256,1231801002,8,3,B1,2,123-001,913,,559-4,1,5,20010621,19010101,,453345,4467726,T,,AV.COVIBAR-LA ROSA,,
4464,8_07520,20160622,8,07520,AV.COVIBAR-PZA.VIOLETA PARRA,,S,,,,,,U,28,123,12318,1231801,05400,Avda,de,Covibar,N,1,,,28523,01,007,,T123156,1231801002,8,3,B1,2,079-19-539,539,,559-4,1,5,20010621,19010101,,453165,4468292,T,,AV.COVIBAR-PZA.VIOLETA PARRA,,
4465,8_07524,20160622,8,07524,AV.COVIBAR-PZA.VIOLETA PARRA,,S,,,,,,U,28,123,12318,1231801,40293,Avda,de,Covibar,N,SN,,,28523,01,027,,T123180,1231801002,8,3,B1,2,079-19-539,539,,559-4,1,5,20010621,19010101,,453159,4468243,T,,AV.COVIBAR-PZA.VIOLETA PARRA,,
4466,8_10780,20160622,8,10780,PºOLIVOS-AV.APÓSTOLES,,S,,,,,,U,28,079,07901,0790101,04408,Paseo,de los,Olivos,N,96,,,28011,10,047,102,T07910365,0790101540,3,5,A,2,079-10-266,266,,559-3,2,3,20010621,19010101,,437300,4473258,T,,PºOLIVOS-AV.APÓSTOLES,,
4467,8_10774,20160622,8,10774,GUADARRAMA-GRANDEZA ESPAÑOLA,,S,,,,,,U,28,079,07901,0790101,02653,Calle,de,Guadarrama,N,6,,,28011,10,027,102,T0799568,0790101549,3,5,A,2,079-10-265,265,,559-3,2,3,20010621,19010101,,438030,4473937,T,,GUADARRAMA-GRANDEZA ESPAÑOLA,,
