OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
6850,8_19018,20160622,8,19018,ALMOROX-IGLESIA,,S,,,,,,U,45,013,,,99999,,,N-403,N,SN,,,,,,,,,,5,E2,4,,,,580-3,2,3,20121001,20121001,,381703,4454798,N,,ALMOROX-IGLESIA,,
6851,8_19019,20160622,8,19019,EST.DE AUTOBUSES DE ALMOROX,,S,,,,,,T,45,013,,,99999,Ctra,,N-403,N,SN,,N-403,,,,,,,,,E2,4,,,,580-3,2,3,20121001,20121001,,381655,4454392,N,,EST.DE AUTOBUSES DE ALMOROX,,
6852,8_19020,20160622,8,19020,PAREDES DE ESCALONA-IGLESIA,,S,,,,,,T,45,129,12901,,99999,CTRA,,CM-543,N,SN,,,,01,,,,,,,E2,4,001-001,1,,580-3,2,3,20121001,20121001,,378539,4451657,N,,PAREDES DE ESCALONA-IGLESIA,,
6853,8_19021,20160622,8,19021,URB. CALALBERCHE-GINEBRA,,S,,,,,,U,45,157,,,99999,,,GINEBRA,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395356,4458972,N,,URB. CALALBERCHE-GINEBRA,,
6854,8_19022,20160622,8,19022,URB. CALALBERCHE-RIO GUADALQUIVIR,,S,,,,,,Z,45,157,,,99999,Calle,,Río Guadalquivir,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395142,4458958,N,,URB. CALALBERCHE-RIO GUADALQUIVIR,,
6855,8_19023,20160622,8,19023,URB. CALALBERCHE-ATENAS,,S,,,,,,U,45,157,,,99999,,,ATENAS,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395505,4458639,N,,URB. CALALBERCHE-ATENAS,,
6856,8_19024,20160622,8,19024,URB. CALALBERCHE-RIO MANZANARES,,S,,,,,,U,45,157,,,99999,,,RIO MANZANARES,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,394415,4458826,N,,URB. CALALBERCHE-RIO MANZANARES,,
6857,8_19025,20160622,8,19025,URB. CALALBERCHE-ARROYO VIRVI,,S,,,,,,U,45,157,15701,,99999,Acces, ,ARROYO VIRVI,N,10,,,,01,,,,,,,E1,4,001-001,1,,580-2,2,3,20121001,20121001,,394113,4458356,N,,URB. CALALBERCHE-ARROYO VIRVI,,
6858,8_19027,20160622,8,19027,URB. CALALBERCHE-ARROYO VIRVI,,S,,,,,,U,45,157,,,99999,,,ARROYO VIRVI,N,44,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,394375,4458140,N,,URB. CALALBERCHE-ARROYO VIRVI,,
6859,8_19028,20160622,8,19028,URB. CALALBERCHE-CERRAJERIA,,S,,,,,,Z,45,157,,,99999,Calle,,Avenida de Madrid,N,76,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,394724,4457739,N,,URB. CALALBERCHE-CERRAJERIA,,
6860,8_19029,20160622,8,19029,URB.CALALBERCHE-AV. MADRID,,S,,,,,,Z,45,157,,,99999,Avda,de,Madrid,N,126,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,394928,4457280,N,,URB.CALALBERCHE-AV. MADRID,,
6861,8_19030,20160622,8,19030,URB. CALALBERCHE-LAS RUEDAS,,S,,,,,,U,45,157,,,99999,,,AGUILA,N,47,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395432,4457622,N,,URB. CALALBERCHE-LAS RUEDAS,,
6862,8_19031,20160622,8,19031,URB.CALALBERCHE-AGUILA,,S,,,,,,U,45,157,,,99999,,,AGUILA,N,2,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395716,4458089,N,,URB.CALALBERCHE-AGUILA,,
6863,8_19032,20160622,8,19032,URB. CALALBERCHE-AGUILA,,S,,,,,,U,45,157,,,99999,Acces, ,HALCON,N,20,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,395815,4458575,N,,URB. CALALBERCHE-AGUILA,,
6864,8_19033,20160622,8,19033,LA TORRE DE E.H.-CTRA. MENTRIDA,,S,,,,,,U,45,171,,,99999,Ctra,de,Méntrida,N,SN,,,,,,,,,,,E2,4,,,,580-4,2,3,20121001,20121001,,396303,4447476,N,,LA TORRE DE E.H.-CTRA. MENTRIDA,,
6865,8_19034,20160622,8,19034,CASILLAS-LA RAMA,,S,,,,,,U,05,055,,,99999,Calle,DE,La Rama,N,3,,,,,,,,,,,SZ,,,,,579-2,2,3,20121001,20121001,,366619,4465222,N,,CASILLAS-LA RAMA,,
6866,8_19035,20160622,8,19035,SOTILLO DE LA ADRADA-DIAZ PALACIOS,,S,,,,,,U,05,240,,,99999,Calle,,Diaz Palacios,N,SN,,,,,,,,,,,SZ,,,,,579-2,2,3,20121001,20121001,,365798,4461656,N,,SOTILLO DE LA ADRADA-DIAZ PALACIOS,,
6867,8_19036,20160622,8,19036,MENTRIDA-URB. LAS MORERAS,,S,,,,,,U,45,099,,,99999,,,CTRA- CM610,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,398208,4458212,N,,MENTRIDA-URB. LAS MORERAS,,
6868,8_19037,20160622,8,19037,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM610,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,398932,4457747,N,,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,
6869,8_19038,20160622,8,19038,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM610,N,SN,,,,,,,,,,,E1,4,,,,580-2,2,3,20121001,20121001,,398934,4457767,N,,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,
6870,8_19039,20160622,8,19039,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM610,N,SN,,,,,,,,,,,E1,4,,,,solape,2,3,20121001,20121001,,399272,4456459,N,,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,
6871,8_19040,20160622,8,19040,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM610,N,SN,,,,,,,,,,,E1,4,,,,solape,2,3,20121001,20121001,,399290,4456450,N,,MENTRIDA-URB. LOS ALTOS DE MENTRIDA,,
6872,8_19041,20160622,8,19041,MENTRIDA-FELIX ARRANZ,,S,,,,,,T,45,099,,,99999,Ctra,,CM-5004,N,S/N,,CM-5004,,,,,,,,,E1,4,,,,580-4,2,3,20121001,20121001,,398544,4454927,N,,MENTRIDA-FELIX ARRANZ,,
6873,8_19042,20160622,8,19042,MENTRIDA-URB. SAN NICOLAS,,S,,,,,,U,45,099,,,99999,,,CTRA-CM5004,N,SN,,,,,,,,,,,E1,4,,,,580-4,2,3,20121001,20121001,,398405,4453942,N,,MENTRIDA-URB. SAN NICOLAS,,
6874,8_19043,20160622,8,19043,MENTRIDA-URB. CAPELLANIA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM5004,N,SN,,,,,,,,,,,E1,4,,,,580-4,2,3,20121001,20121001,,398114,4453121,N,,MENTRIDA-URB. CAPELLANIA,,
6875,8_19044,20160622,8,19044,MENTRIDA-URB. CAPELLANIA,,S,,,,,,U,45,099,,,99999,,,CTRA-CM5004,N,SN,,,,,,,,,,,E1,4,,,,580-4,2,3,20121001,20121001,,398137,4453130,N,,MENTRIDA-URB. CAPELLANIA,,
