OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
232,8,350784,97005,7,2,1,11405,*,,14,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle   Alejo Carpentier N 1,20131011,20131019,,144.5791,40,9,_,28,005,9__7__005__-_2_IT_1_8_11405_*__TI_I_14,-,7005201,ALEJO CARPENTIER-INSTITUTO,9__7__005_,9__7__005__7005201_2_IT_1,8_11405,8_11405_*,8_11405_
233,8,350786,97005,7,2,2,11405,*,,14,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle   Alejo Carpentier N 1,20131011,20131019,,144.5791,40,9,_,28,005,9__7__005__cp_2_IT_2_8_11405_*__TI_I_14,cp,7005204,ALEJO CARPENTIER-INSTITUTO,9__7__005_,9__7__005__7005204_2_IT_2,8_11405,8_11405_*,8_11405_
234,8,323558,910005,10,1,2,11406,*,,10,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle  Alejo Carpentier N 1,20010627,19990705,,459.9856,15,9,_,28,005,9__10__005__a._1_IT_2_8_11406_*__TI_I_10,a.,10005102,ALEJO CARPENTIER-INSTITUTO,9__10__005_,9__10__005__10005102_1_IT_2,8_11406,8_11406_*,8_11406_
235,8,350787,97005,7,1,2,11406,*,,7,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle  Alejo Carpentier N 1,20131011,20131019,,288.0299,-1,9,_,28,005,9__7__005__e._1_IT_2_8_11406_*__TI_I_7,e.,7005103,ALEJO CARPENTIER-INSTITUTO,9__7__005_,9__7__005__7005103_1_IT_2,8_11406,8_11406_*,8_11406_
236,8,356212,97005,7,1,1,11406,*,,7,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle  Alejo Carpentier N 1,20160209,20160217,,288.0299,-1,9,_,28,005,9__7__005__-_1_IT_1_8_11406_*__TI_I_7,-,7005101,ALEJO CARPENTIER-INSTITUTO,9__7__005_,9__7__005__7005101_1_IT_1,8_11406,8_11406_*,8_11406_
237,8,356214,97005,7,1,2,11406,*,,7,TI,I,ALEJO CARPENTIER-INSTITUTO,28,005,ALCALA DE HENARES,B3,Calle  Alejo Carpentier N 1,20160209,20160217,,288.0299,-1,9,_,28,005,9__7__005__cp_1_IT_2_8_11406_*__TI_I_7,cp,7005104,ALEJO CARPENTIER-INSTITUTO,9__7__005_,9__7__005__7005104_1_IT_2,8_11406,8_11406_*,8_11406_
238,8,350784,97005,7,2,1,11407,*,,15,TI,I,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,28,005,ALCALA DE HENARES,B3,Calle  Dámaso Alonso N 11,20131011,20131019,,291.1348,15,9,_,28,005,9__7__005__-_2_IT_1_8_11407_*__TI_I_15,-,7005201,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,9__7__005_,9__7__005__7005201_2_IT_1,8_11407,8_11407_*,8_11407_
239,8,350786,97005,7,2,2,11407,*,,15,TI,I,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,28,005,ALCALA DE HENARES,B3,Calle  Dámaso Alonso N 11,20131011,20131019,,291.1348,15,9,_,28,005,9__7__005__cp_2_IT_2_8_11407_*__TI_I_15,cp,7005204,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,9__7__005_,9__7__005__7005204_2_IT_2,8_11407,8_11407_*,8_11407_
240,8,350787,97005,7,1,2,11408,*,,6,TI,I,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,28,005,ALCALA DE HENARES,B3,Calle  Dámaso Alonso N 11,20131011,20131019,,338.7784,13.36,9,_,28,005,9__7__005__e._1_IT_2_8_11408_*__TI_I_6,e.,7005103,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,9__7__005_,9__7__005__7005103_1_IT_2,8_11408,8_11408_*,8_11408_
241,8,356212,97005,7,1,1,11408,*,,6,TI,I,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,28,005,ALCALA DE HENARES,B3,Calle  Dámaso Alonso N 11,20160209,20160217,,338.7784,13.36,9,_,28,005,9__7__005__-_1_IT_1_8_11408_*__TI_I_6,-,7005101,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,9__7__005_,9__7__005__7005101_1_IT_1,8_11408,8_11408_*,8_11408_
242,8,356214,97005,7,1,2,11408,*,,6,TI,I,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,28,005,ALCALA DE HENARES,B3,Calle  Dámaso Alonso N 11,20160209,20160217,,338.7784,13.36,9,_,28,005,9__7__005__cp_1_IT_2_8_11408_*__TI_I_6,cp,7005104,DÁMASO ALONSO-GTA.JACINTO BENAVENTE,9__7__005_,9__7__005__7005104_1_IT_2,8_11408,8_11408_*,8_11408_
243,8,328576,910005,10,2,2,11409,*,,10,TI,I,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,28,005,ALCALA DE HENARES,B3,Gta  Vicente Aleixandre N 2,20010621,19991201,,190.3242,13.36,9,_,28,005,9__10__005__a._2_IT_2_8_11409_*__TI_I_10,a.,10005202,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,9__10__005_,9__10__005__10005202_2_IT_2,8_11409,8_11409_*,8_11409_
244,8,347864,910005,10,2,1,11409,*,,10,TI,I,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,28,005,ALCALA DE HENARES,B3,Gta  Vicente Aleixandre N 2,20120612,20120629,,190.3242,13.36,9,_,28,005,9__10__005__-_2_IT_1_8_11409_*__TI_I_10,-,10005201,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,9__10__005_,9__10__005__10005201_2_IT_1,8_11409,8_11409_*,8_11409_
245,8,350784,97005,7,2,1,11409,*,,16,TI,I,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,28,005,ALCALA DE HENARES,B3,Gta  Vicente Aleixandre N 2,20131011,20131019,,284.4372,13.36,9,_,28,005,9__7__005__-_2_IT_1_8_11409_*__TI_I_16,-,7005201,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,9__7__005_,9__7__005__7005201_2_IT_1,8_11409,8_11409_*,8_11409_
246,8,350786,97005,7,2,2,11409,*,,16,TI,I,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,28,005,ALCALA DE HENARES,B3,Gta  Vicente Aleixandre N 2,20131011,20131019,,284.4372,13.36,9,_,28,005,9__7__005__cp_2_IT_2_8_11409_*__TI_I_16,cp,7005204,GTA.VICENTE ALEIXANDRE-DÁMASO ALONSO,9__7__005_,9__7__005__7005204_2_IT_2,8_11409,8_11409_*,8_11409_
247,8,348922,95005,5,1,1,09657,*,,26,TI,TN,PZA.ZORITA-CENTRO COMERCIAL,28,005,ALCALA DE HENARES,B3,Plaza  Zorita SN SN,20121212,20121204,,695.891,-1,9,_,28,005,9__5__005__-_1_IT_1_8_09657_*__TI_TN_26,-,5005101,PZA.ZORITA-CENTRO COMERCIAL,9__5__005_,9__5__005__5005101_1_IT_1,8_09657,8_09657_*,8_09657_
248,8,348923,95005,5,2,1,09657,*,,1,TI,T,PZA.ZORITA-CENTRO COMERCIAL,28,005,ALCALA DE HENARES,B3,Plaza  Zorita SN SN,20121212,20121204,,0,,9,_,28,005,9__5__005__-_2_IT_1_8_09657_*__TI_T_1,-,5005201,PZA.ZORITA-CENTRO COMERCIAL,9__5__005_,9__5__005__5005201_2_IT_1,8_09657,8_09657_*,8_09657_
249,8,356202,91005,1,1,1,10359,*,,3,TI,I,AV.MADRID-POLIDEPORTIVO,28,005,ALCALA DE HENARES,B3,Avda de Madrid N 9,20160209,20160217,,1120.8322,40,9,_,28,005,9__1__005__-_1_IT_1_8_10359_*__TI_I_3,-,1005101,AV.MADRID-POLIDEPORTIVO,9__1__005_,9__1__005__1005101_1_IT_1,8_10359,8_10359_*,8_10359_
250,8,356203,91005,1,1,2,10359,*,,3,TI,I,AV.MADRID-POLIDEPORTIVO,28,005,ALCALA DE HENARES,B3,Avda de Madrid N 9,20160209,20160217,,1120.8322,40,9,_,28,005,9__1__005__p1_1_IT_2_8_10359_*__TI_I_3,p1,1005105,AV.MADRID-POLIDEPORTIVO,9__1__005_,9__1__005__1005105_1_IT_2,8_10359,8_10359_*,8_10359_
251,8,308903,94005,4,2,1,09446,*,,5,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20010621,19010101,,280.2704,15,9,_,28,005,9__4__005__-_2_IT_1_8_09446_*__TI_C_5,-,4005201,PZA.CERVANTES-AYUNTAMIENTO,9__4__005_,9__4__005__4005201_2_IT_1,8_09446,8_09446_*,8_09446_
252,8,349045,93005,3,1,1,09446,*,,1,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,0,0,9,_,28,005,9__3__005__-_1_IT_1_8_09446_*__TI_C_1,-,3005101,PZA.CERVANTES-AYUNTAMIENTO,9__3__005_,9__3__005__3005101_1_IT_1,8_09446,8_09446_*,8_09446_
253,8,349046,93005,3,2,1,09446,*,,23,TI,CN,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,482.9321,15,9,_,28,005,9__3__005__-_2_IT_1_8_09446_*__TI_CN_23,-,3005201,PZA.CERVANTES-AYUNTAMIENTO,9__3__005_,9__3__005__3005201_2_IT_1,8_09446,8_09446_*,8_09446_
254,8,349036,92005,2,1,1,09446,*,,1,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,0,0,9,_,28,005,9__2__005__-_1_IT_1_8_09446_*__TI_C_1,-,2005101,PZA.CERVANTES-AYUNTAMIENTO,9__2__005_,9__2__005__2005101_1_IT_1,8_09446,8_09446_*,8_09446_
255,8,349037,92005,2,2,1,09446,*,,15,TI,CN,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,556.9094,15,9,_,28,005,9__2__005__-_2_IT_1_8_09446_*__TI_CN_15,-,2005201,PZA.CERVANTES-AYUNTAMIENTO,9__2__005_,9__2__005__2005201_2_IT_1,8_09446,8_09446_*,8_09446_
256,8,349038,92005,2,1,2,09446,*,,1,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,0,0,9,_,28,005,9__2__005__ca_1_IT_2_8_09446_*__TI_C_1,ca,2005105,PZA.CERVANTES-AYUNTAMIENTO,9__2__005_,9__2__005__2005105_1_IT_2,8_09446,8_09446_*,8_09446_
257,8,349039,92005,2,2,2,09446,*,,18,TI,CN,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20130115,20130202,,556.9094,15,9,_,28,005,9__2__005__ca_2_IT_2_8_09446_*__TI_CN_18,ca,2005205,PZA.CERVANTES-AYUNTAMIENTO,9__2__005_,9__2__005__2005205_2_IT_2,8_09446,8_09446_*,8_09446_
258,8,350791,912005,12,1,1,09446,*,,1,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20131011,20131019,,0,,9,_,28,005,9__12__005__-_1_IT_1_8_09446_*__TI_C_1,-,12005101,PZA.CERVANTES-AYUNTAMIENTO,9__12__005_,9__12__005__12005101_1_IT_1,8_09446,8_09446_*,8_09446_
259,8,350792,912005,12,2,1,09446,*,,17,TI,CN,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20131011,20131019,,482.932,15,9,_,28,005,9__12__005__-_2_IT_1_8_09446_*__TI_CN_17,-,12005201,PZA.CERVANTES-AYUNTAMIENTO,9__12__005_,9__12__005__12005201_2_IT_1,8_09446,8_09446_*,8_09446_
260,8,356208,94005,4,1,1,09446,*,,1,TI,C,PZA.CERVANTES-AYUNTAMIENTO,28,005,ALCALA DE HENARES,B3,Plaza  Rodríguez Marín N 5,20160209,20160217,,0,0,9,_,28,005,9__4__005__-_1_IT_1_8_09446_*__TI_C_1,-,4005101,PZA.CERVANTES-AYUNTAMIENTO,9__4__005_,9__4__005__4005101_1_IT_1,8_09446,8_09446_*,8_09446_
261,8,348922,95005,5,1,1,09447,*,,3,TI,I,SAN VIDAL-RONDA FISCAL,28,005,ALCALA DE HENARES,B3,Calle  San Vidal N 30,20121212,20121204,,282.0028,15,9,_,28,005,9__5__005__-_1_IT_1_8_09447_*__TI_I_3,-,5005101,SAN VIDAL-RONDA FISCAL,9__5__005_,9__5__005__5005101_1_IT_1,8_09447,8_09447_*,8_09447_
262,8,348922,95005,5,1,1,09448,*,,4,TI,I,SAN VIDAL-PARQUE,28,005,ALCALA DE HENARES,B3,Calle   San Vidal N 6,20121212,20121204,,251.1978,15,9,_,28,005,9__5__005__-_1_IT_1_8_09448_*__TI_I_4,-,5005101,SAN VIDAL-PARQUE,9__5__005_,9__5__005__5005101_1_IT_1,8_09448,8_09448_*,8_09448_
263,8,348922,95005,5,1,1,09449,*,,5,TI,I,SAN VIDAL-IGLESIA,28,005,ALCALA DE HENARES,B3,Calle  San Vidal N 2,20121212,20121204,,222.5625,15,9,_,28,005,9__5__005__-_1_IT_1_8_09449_*__TI_I_5,-,5005101,SAN VIDAL-IGLESIA,9__5__005_,9__5__005__5005101_1_IT_1,8_09449,8_09449_*,8_09449_
264,8,348922,95005,5,1,1,09450,*,,6,TI,I,NUÑEZ DE GUZMÁN-SAN FRUCTUOSO,28,005,ALCALA DE HENARES,B3,Calle  Nuñez de guzman N 19,20121212,20121204,,228.5454,13.36,9,_,28,005,9__5__005__-_1_IT_1_8_09450_*__TI_I_6,-,5005101,NUÑEZ DE GUZMÁN-SAN FRUCTUOSO,9__5__005_,9__5__005__5005101_1_IT_1,8_09450,8_09450_*,8_09450_
265,8,348922,95005,5,1,1,09451,*,,7,TI,I,NÚÑEZ DE GUZMÁN-VICENTE ESPINEL,28,005,ALCALA DE HENARES,B3,Calle   Núñez de Guzmán N 9,20121212,20121204,,234.3322,15,9,_,28,005,9__5__005__-_1_IT_1_8_09451_*__TI_I_7,-,5005101,NÚÑEZ DE GUZMÁN-VICENTE ESPINEL,9__5__005_,9__5__005__5005101_1_IT_1,8_09451,8_09451_*,8_09451_
266,8,348922,95005,5,1,1,09452,*,,8,TI,I,PZA.PUERTA DE MADRID-ANDRÉS SABORIT,28,005,ALCALA DE HENARES,B3,Calle   Andrés Saborit N 4,20121212,20121204,,446.335,15,9,_,28,005,9__5__005__-_1_IT_1_8_09452_*__TI_I_8,-,5005101,PZA.PUERTA DE MADRID-ANDRÉS SABORIT,9__5__005_,9__5__005__5005101_1_IT_1,8_09452,8_09452_*,8_09452_
267,8,348922,95005,5,1,1,09453,*,,9,TI,I,VÍA COMPLUTENSE-SAN BERNARDO,28,005,ALCALA DE HENARES,B3,Calle  Vía Complutense N 12,20121212,20121204,,533.055,13.36,9,_,28,005,9__5__005__-_1_IT_1_8_09453_*__TI_I_9,-,5005101,VÍA COMPLUTENSE-SAN BERNARDO,9__5__005_,9__5__005__5005101_1_IT_1,8_09453,8_09453_*,8_09453_
268,8,308938,911005,11,1,1,09454,*,,11,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Plaza   Atilano Casado N 1,20010621,19010101,,150.8713,15,9,_,28,005,9__11__005__-_1_IT_1_8_09454_*__TI_I_11,-,11005101,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__11__005_,9__11__005__11005101_1_IT_1,8_09454,8_09454_*,8_09454_
269,8,308817,910005,10,1,1,09454,*,,2,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Plaza   Atilano Casado N 1,20010621,19010101,,150.8713,15,9,_,28,005,9__10__005__-_1_IT_1_8_09454_*__TI_I_2,-,10005101,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__10__005_,9__10__005__10005101_1_IT_1,8_09454,8_09454_*,8_09454_
270,8,323558,910005,10,1,2,09454,*,,2,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Plaza   Atilano Casado N 1,20010627,19990705,,150.8713,15,9,_,28,005,9__10__005__a._1_IT_2_8_09454_*__TI_I_2,a.,10005102,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__10__005_,9__10__005__10005102_1_IT_2,8_09454,8_09454_*,8_09454_
271,8,348922,95005,5,1,1,09454,*,,11,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Plaza   Atilano Casado N 1,20121212,20121204,,150.8713,15,9,_,28,005,9__5__005__-_1_IT_1_8_09454_*__TI_I_11,-,5005101,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__5__005_,9__5__005__5005101_1_IT_1,8_09454,8_09454_*,8_09454_
272,8,336456,97005,7,2,2,09455,*,,8,TI,I,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,28,005,ALCALA DE HENARES,B3,Plaza   Puerta de Mártires N 3,20070601,20070608,,159.3967,15,9,_,28,005,9__7__005__e._2_IT_2_8_09455_*__TI_I_8,e.,7005203,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,9__7__005_,9__7__005__7005203_2_IT_2,8_09455,8_09455_*,8_09455_
273,8,349036,92005,2,1,1,09455,*,,3,TI,I,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,28,005,ALCALA DE HENARES,B3,Plaza   Puerta de Mártires N 3,20130115,20130202,,159.3967,15,9,_,28,005,9__2__005__-_1_IT_1_8_09455_*__TI_I_3,-,2005101,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,9__2__005_,9__2__005__2005101_1_IT_1,8_09455,8_09455_*,8_09455_
274,8,349038,92005,2,1,2,09455,*,,3,TI,I,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,28,005,ALCALA DE HENARES,B3,Plaza   Puerta de Mártires N 3,20130115,20130202,,159.3967,15,9,_,28,005,9__2__005__ca_1_IT_2_8_09455_*__TI_I_3,ca,2005105,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,9__2__005_,9__2__005__2005105_1_IT_2,8_09455,8_09455_*,8_09455_
275,8,350791,912005,12,1,1,09455,*,,3,TI,I,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,28,005,ALCALA DE HENARES,B3,Plaza   Puerta de Mártires N 3,20131011,20131019,,159.3967,15,9,_,28,005,9__12__005__-_1_IT_1_8_09455_*__TI_I_3,-,12005101,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,9__12__005_,9__12__005__12005101_1_IT_1,8_09455,8_09455_*,8_09455_
276,8,350784,97005,7,2,1,09455,*,,7,TI,I,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,28,005,ALCALA DE HENARES,B3,Plaza   Puerta de Mártires N 3,20131011,20131019,,159.3967,15,9,_,28,005,9__7__005__-_2_IT_1_8_09455_*__TI_I_7,-,7005201,PZA.PUERTA MÁRTIRES-FACULTAD DERECHO,9__7__005_,9__7__005__7005201_2_IT_1,8_09455,8_09455_*,8_09455_
277,8,348922,95005,5,1,1,09456,*,,21,TI,I,AV.LOPE DE FIGUEROA-ÁVILA,28,005,ALCALA DE HENARES,B3,Avda  Lope de Figueroa N 54,20121212,20121204,,483.959,13.36,9,_,28,005,9__5__005__-_1_IT_1_8_09456_*__TI_I_21,-,5005101,AV.LOPE DE FIGUEROA-ÁVILA,9__5__005_,9__5__005__5005101_1_IT_1,8_09456,8_09456_*,8_09456_
278,8,348922,95005,5,1,1,09457,*,,22,TI,I,ÁVILA-CºESGARAVITA,28,005,ALCALA DE HENARES,B3,Calle   Ávila N 69,20121212,20121204,,365.6913,40,9,_,28,005,9__5__005__-_1_IT_1_8_09457_*__TI_I_22,-,5005101,ÁVILA-CºESGARAVITA,9__5__005_,9__5__005__5005101_1_IT_1,8_09457,8_09457_*,8_09457_
279,8,348923,95005,5,2,1,09458,*,,5,TI,I,ÁVILA-CºESGARAVITA,28,005,ALCALA DE HENARES,B3,Calle   Ávila N 69,20121212,20121204,,496.5468,15,9,_,28,005,9__5__005__-_2_IT_1_8_09458_*__TI_I_5,-,5005201,ÁVILA-CºESGARAVITA,9__5__005_,9__5__005__5005201_2_IT_1,8_09458,8_09458_*,8_09458_
280,8,348923,95005,5,2,1,09459,*,,6,TI,I,AV.LOPE DE FIGUEROA-ÁVILA,28,005,ALCALA DE HENARES,B3,Avda  Lope de Figueroa N 54,20121212,20121204,,330.2403,40,9,_,28,005,9__5__005__-_2_IT_1_8_09459_*__TI_I_6,-,5005201,AV.LOPE DE FIGUEROA-ÁVILA,9__5__005_,9__5__005__5005201_2_IT_1,8_09459,8_09459_*,8_09459_
281,8,348923,95005,5,2,1,09460,*,,7,TI,I,AV.LOPE DE FIGUEROA-PZA.RGUEZ.DE HITA,28,005,ALCALA DE HENARES,B3,Avda  Lope de Figueroa N 39,20121212,20121204,,428.765,13.36,9,_,28,005,9__5__005__-_2_IT_1_8_09460_*__TI_I_7,-,5005201,AV.LOPE DE FIGUEROA-PZA.RGUEZ.DE HITA,9__5__005_,9__5__005__5005201_2_IT_1,8_09460,8_09460_*,8_09460_
282,8,356206,91005,1,2,2,09461,*,,14,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,481.705,15,9,_,28,005,9__1__005__t._2_IT_2_8_09461_*__TI_I_14,t.,1005202,RONDA HENARES-SAN MARCOS,9__1__005_,9__1__005__1005202_2_IT_2,8_09461,8_09461_*,8_09461_
283,8,356207,91005,1,2,2,09461,*,,16,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,308.2579,15,9,_,28,005,9__1__005__tf_2_IT_2_8_09461_*__TI_I_16,tf,1005204,RONDA HENARES-SAN MARCOS,9__1__005_,9__1__005__1005204_2_IT_2,8_09461,8_09461_*,8_09461_
284,8,356210,96005,6,2,1,09461,*,,17,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,481.705,15,9,_,28,005,9__6__005__-_2_IT_1_8_09461_*__TI_I_17,-,6005201,RONDA HENARES-SAN MARCOS,9__6__005_,9__6__005__6005201_2_IT_1,8_09461,8_09461_*,8_09461_
285,8,356208,94005,4,1,1,09461,*,,5,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,308.2579,13.36,9,_,28,005,9__4__005__-_1_IT_1_8_09461_*__TI_I_5,-,4005101,RONDA HENARES-SAN MARCOS,9__4__005_,9__4__005__4005101_1_IT_1,8_09461,8_09461_*,8_09461_
286,8,356209,94005,4,1,2,09461,*,,4,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,308.2579,-1,9,_,28,005,9__4__005__df_1_IT_2_8_09461_*__TI_I_4,df,4005102,RONDA HENARES-SAN MARCOS,9__4__005_,9__4__005__4005102_1_IT_2,8_09461,8_09461_*,8_09461_
287,8,356212,97005,7,1,1,09461,*,,17,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,481.7048,15,9,_,28,005,9__7__005__-_1_IT_1_8_09461_*__TI_I_17,-,7005101,RONDA HENARES-SAN MARCOS,9__7__005_,9__7__005__7005101_1_IT_1,8_09461,8_09461_*,8_09461_
288,8,356214,97005,7,1,2,09461,*,,19,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,308.2579,13.36,9,_,28,005,9__7__005__cp_1_IT_2_8_09461_*__TI_I_19,cp,7005104,RONDA HENARES-SAN MARCOS,9__7__005_,9__7__005__7005104_1_IT_2,8_09461,8_09461_*,8_09461_
289,8,356211,96005,6,2,2,09461,*,,19,TI,I,RONDA HENARES-SAN MARCOS,28,005,ALCALA DE HENARES,B3,Calle  Ronda del Henares N 11,20160209,20160217,,308.3529,13.36,9,_,28,005,9__6__005__df_2_IT_2_8_09461_*__TI_I_19,df,6005203,RONDA HENARES-SAN MARCOS,9__6__005_,9__6__005__6005203_2_IT_2,8_09461,8_09461_*,8_09461_
290,8,348923,95005,5,2,1,09462,*,,14,TI,I,PºESTACIÓN-ERAS DE SAN ISIDRO,28,005,ALCALA DE HENARES,B3,Paseo de la Estación N 1,20121212,20121204,,441.329,-1,9,_,28,005,9__5__005__-_2_IT_1_8_09462_*__TI_I_14,-,5005201,PºESTACIÓN-ERAS DE SAN ISIDRO,9__5__005_,9__5__005__5005201_2_IT_1,8_09462,8_09462_*,8_09462_
291,8,328576,910005,10,2,2,09463,*,,20,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Calle  Vía Complutense N 35,20010621,19991201,,349.2281,15,9,_,28,005,9__10__005__a._2_IT_2_8_09463_*__TI_I_20,a.,10005202,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__10__005_,9__10__005__10005202_2_IT_2,8_09463,8_09463_*,8_09463_
292,8,308939,911005,11,2,1,09463,*,,6,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Calle  Vía Complutense N 35,20010621,19010101,,349.2281,15,9,_,28,005,9__11__005__-_2_IT_1_8_09463_*__TI_I_6,-,11005201,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__11__005_,9__11__005__11005201_2_IT_1,8_09463,8_09463_*,8_09463_
293,8,347864,910005,10,2,1,09463,*,,19,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Calle  Vía Complutense N 35,20120612,20120629,,349.2281,15,9,_,28,005,9__10__005__-_2_IT_1_8_09463_*__TI_I_19,-,10005201,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__10__005_,9__10__005__10005201_2_IT_1,8_09463,8_09463_*,8_09463_
294,8,348923,95005,5,2,1,09463,*,,15,TI,I,VÍA COMPLUTENSE-PZA.ATILANO CASADO,28,005,ALCALA DE HENARES,B3,Calle  Vía Complutense N 35,20121212,20121204,,225.5163,-1,9,_,28,005,9__5__005__-_2_IT_1_8_09463_*__TI_I_15,-,5005201,VÍA COMPLUTENSE-PZA.ATILANO CASADO,9__5__005_,9__5__005__5005201_2_IT_1,8_09463,8_09463_*,8_09463_
