OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS,OBJECTID_1,MODO_1,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION_1,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION_1,CODIGOPROVINCIA_1,CODIGOMUNICIPIO_1,MUNICIPIO,CORONATARIFARIA_1,DIRECCION,FECHAALTA_1,FECHAINICIO_1,FECHAFIN_1,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE_1,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
1193,8_18369,20160622,8,18369,CAMPOMANES-CTRA.MAJADAHONDA,,S,,,,,,U,28,115,11504,1150401,A0126,Calle, ,Campomanes,N,51,,,28223,01,001,,T115536,,,6,B1,2,115-007,994,,559-1,2,3,20101227,20101227,,430741,4476463,N,,CAMPOMANES-CTRA.MAJADAHONDA,,,,5045,8,355404,93115,3,1,1,18369,*,,24,TI,I2,CAMPOMANES-CTRA.MAJADAHONDA,28,115,POZUELO DE ALARCON,B1,Calle   Campomanes N 51,20151110,20151124,,390.8134,40,9,_,28,115,9__3__115__-_1_IT_1_8_18369_*__TI_I2_24,-,3115101,CAMPOMANES-CTRA.MAJADAHONDA,9__3__115_,9__3__115__3115101_1_IT_1,8_18369,8_18369_*,8_18369_
1194,8_18612,20160622,8,18612,NEPTUNO-ALCALDE AURELIO TALLÓN,,S,,,,,,U,28,080,08022,0802201,00043,Calle, ,Neptuno,N,6,,,28220,01,006,,T080904,0802201044,9,6,B2,2,080-006,981,,558-2,2,9,20110603,20110603,,426041,4480264,N,,NEPTUNO-ALCALDE AURELIO TALLÓN,,,,4345,8,352150,91080,1,1,1,18612,*,,14,TI,I,NEPTUNO-ALCALDE AURELIO TALLÓN,28,080,MAJADAHONDA,B2,Calle   Neptuno N 6,20140401,20140401,,340.4816,40,9,_,28,080,9__1__080__-_1_IT_1_8_18612_*__TI_I_14,-,1080101,NEPTUNO-ALCALDE AURELIO TALLÓN,9__1__080_,9__1__080__1080101_1_IT_1,8_18612,8_18612_*,8_18612_
1195,8_08796,20160622,8,08796,CTRA.BOADILLA-URB.EL PAULAR,,S,,,,,,U,28,080,08022,,01254,Ctra,,M-516 (Boadilla),N,35,G,,28220,01,,6,,,9,6,B2,3,080-009,984,,558-II,1,8,20010621,19010101,,426355,4479720,T,,CTRA.BOADILLA-URB.EL PAULAR,,,,4284,8,352152,92080,2,1,1,08796,*,,41,TI,I2,CTRA.BOADILLA-URB.EL PAULAR,28,080,MAJADAHONDA,B2,Ctra  M-516 (Boadilla) N 35G,20140401,20140401,,333.7566,-1,9,_,28,080,9__2__080__-_1_IT_1_8_08796_*__TI_I2_41,-,2080101,CTRA.BOADILLA-URB.EL PAULAR,9__2__080_,9__2__080__2080101_1_IT_1,8_08796,8_08796_*,8_08796_
1196,8_06057,20160622,8,06057,AV.TORRELODONES-URB.LAS MARÍAS,,S,,,,,,U,28,152,15204,1520401,00597,Avda,de,Torrelodones,N,8,,,28250,01,005,,T1522411,1520401005,9,6,B3,2,152-001,1020,,533-4,2,11,20010621,19010101,,420233,4492335,T,,AV.TORRELODONES-URB.LAS MARÍAS,,,,6047,8,356163,91152,1,2,1,06057,*,,14,TI,I,AV.TORRELODONES-URB.LAS MARÍAS,28,152,TORRELODONES,B3,Avda de Torrelodones N 8,20160204,20160222,,654.3596,20.18,9,_,28,152,9__1__152__-_2_IT_1_8_06057_*__TI_I_14,-,1152201,AV.TORRELODONES-URB.LAS MARÍAS,9__1__152_,9__1__152__1152201_2_IT_1,8_06057,8_06057_*,8_06057_
1197,8_06936,20160622,8,06936,CIRCUNVALACIÓN-CEDRO,,S,,,,,,U,28,148,14801,,00058,Calle, ,Circunvalación,N,60,,,28850,02,004,,T148464,,,2,B2,2,148-012,943,,560-1,1,0,20010621,19010101,,461510,4478498,T,,CIRCUNVALACIÓN-CEDRO,,,,5759,8,354888,91A148,1A,1,2,06936,*,,12,TI,I,CIRCUNVALACIÓN-CEDRO,28,148,TORREJON DE ARDOZ,B2,Calle   Circunvalación N 60,20150828,20150901,,433.3861,-1,9,_,28,148,9__1_A_148__c._1_IT_2_8_06936_*__TI_I_12,c.,1148A103,CIRCUNVALACIÓN-CEDRO,9__1_A_148_,9__1_A_148__1148A103_1_IT_2,8_06936,8_06936_*,8_06936_
1198,8_17432,20160622,8,17432,AV.AMÉRICA-CENTRO DE SALUD,,S,,,,93,412,U,28,106,10603,1060301,99999,Avda,de,América,N,45,,,,01,038,,T106554,,,4,B2,3,106-011,825,,582-3,2,3,20080122,20080122,,435235,4453602,T,,AV.AMÉRICA-CENTRO DE SALUD,,,,4852,8,349145,93106,3,1,1,17432,*,,8,TI,I,AV.AMÉRICA-CENTRO DE SALUD,28,106,PARLA,B2,Avda de América N 45,20130129,20130201,,336.3206,13.36,9,93_412,28,106,9__3__106__-_1_IT_1_8_17432_*__TI_I_8,-,3106101,AV.AMÉRICA-CENTRO DE SALUD,9__3__106_,9__3__106__3106101_1_IT_1,8_17432,8_17432_*,8_17432_
1199,8_08181,20160622,8,08181,AV.PABLO IGLESIAS-POSITO,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881153,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429030,4462023,T,,AV.PABLO IGLESIAS-POSITO,,,,3779,8,342227,91058,1,2,1,08181,*,,5,TI,I,AV.PABLO IGLESIAS-POSITO,28,058,FUENLABRADA,B2,Avda de Pablo Iglesias N 17,20100510,20100601,,372.827,13.36,9,_,28,058,9__1__058__-_2_IT_1_8_08181_*__TI_I_5,-,1058201,AV.PABLO IGLESIAS-POSITO,9__1__058_,9__1__058__1058201_2_IT_1,8_08181,8_08181_*,8_08181_
1200,8_12427,20160622,8,12427,AV.PABLO IGLESIAS-JUVENTUD,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881154,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429021,4461996,T,,AV.PABLO IGLESIAS-JUVENTUD,,,,3434,8,342226,91058,1,1,1,12427,*,,34,TI,I,AV.PABLO IGLESIAS-JUVENTUD,28,058,FUENLABRADA,B2,Avda de Pablo Iglesias N 17,20100510,20100601,,216.71,13.36,9,_,28,058,9__1__058__-_1_IT_1_8_12427_*__TI_I_34,-,1058101,AV.PABLO IGLESIAS-JUVENTUD,9__1__058_,9__1__058__1058101_1_IT_1,8_12427,8_12427_*,8_12427_
1201,8_10204,20160622,8,10204,CTRA.M600-URB.LA PIZARRA,,S,,,,,,C,28,131,13110,1311001,00155,Ctra,de,Guadarrama,N,65,,M-600,28200,01,007,3999,T13130,1311001001,13,6,C1,4,131-001,1167,,533-1,3,11,20010621,19010101,,405837,4496832,T,,CTRA.M600-URB.LA PIZARRA,,,,5173,8,344272,92131,2,2,1,10204,*,,4,TI,I,CTRA.M600-URB.LA PIZARRA,28,131,SAN LORENZO DE EL ESCORIAL,C1,Ctra de Guadarrama N 65,20110301,20110321,,598.4405,40,9,_,28,131,9__2__131__-_2_IT_1_8_10204_*__TI_I_4,-,2131201,CTRA.M600-URB.LA PIZARRA,9__2__131_,9__2__131__2131201_2_IT_1,8_10204,8_10204_*,8_10204_
1202,8_16190,20160622,8,16190,AV.MATAPIÑONERA-PLAZA NORTE,,S,,,,,,U,28,134,13405,1340501,01443,Avda,,Matapiñonera,N,24,,,28709,01,006,,T134620,1340501003,6,1,B1,3,134-015,632,,534-4,2,3,20060112,20060112,,447892,4488462,T,,AV.MATAPIÑONERA-PLAZA NORTE,,,,5434,8,334516,94134,4,1,1,16190,*,,16,TI,I,AV.MATAPIÑONERA-PLAZA NORTE,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda  Matapiñonera N 24,20060221,20060401,,293.2348,40,9,_,28,134,9__4__134__-_1_IT_1_8_16190_*__TI_I_16,-,4134101,AV.MATAPIÑONERA-PLAZA NORTE,9__4__134_,9__4__134__4134101_1_IT_1,8_16190,8_16190_*,8_16190_
1203,8_12849,20160622,8,12849,FERROCARRIL-PINTOR ROSALES,,S,,,,93,132,U,28,065,06503,0650301,99999,Calle, ,Ferrocarril,N,60,,,28904,03,001,,T0651030,0650301001,,4,B1,3,065-022,726,,,2,3,20010716,20010716,,437567,4461702,T,,FERROCARRIL-PINTOR ROSALES,,,,3820,8,340356,91065,1,2,1,12849,*,,14,TI,I,FERROCARRIL-PINTOR ROSALES,28,065,GETAFE,B1,Calle   Ferrocarril N 60,20090423,20090518,,381.667,13.36,9,93_132,28,065,9__1__065__-_2_IT_1_8_12849_*__TI_I_14,-,1065201,FERROCARRIL-PINTOR ROSALES,9__1__065_,9__1__065__1065201_2_IT_1,8_12849,8_12849_*,8_12849_
1204,8_12858,20160622,8,12858,ALAMEDA BAJA-NAVACERRADA,,S,,,,,,Z,28,903,90301,,00149,Calle,de la,Alameda Baja,N,2,,,28760,01,,,,,2,1,B2,3,903-003,636,,,2,3,20010827,20010903,,442253,4496149,T,,ALAMEDA BAJA-NAVACERRADA,,,,6404,8,348402,93903,3,1,1,12858,*,,28,TI,I2,ALAMEDA BAJA-NAVACERRADA,28,903,TRES CANTOS,B2,Calle de la Alameda Baja N 2,20120911,20121101,,380.8202,15,9,_,28,903,9__3__903__-_1_IT_1_8_12858_*__TI_I2_28,-,3903101,ALAMEDA BAJA-NAVACERRADA,9__3__903_,9__3__903__3903101_1_IT_1,8_12858,8_12858_*,8_12858_
1205,8_17501,20160622,8,17501,SOLANA-CTRA.LOECHES,,S,,,,,,U,28,148,14801,1480101,00233,Calle, ,Solana,N,1,,,28850,02,001,,T148396,,,2,B2,2,148-011,942,,560-1,2,3,20080229,20080229,,460015,4478418,T,,SOLANA-CTRA.LOECHES,,,,5850,8,348733,93148,3,1,2,17501,*,,5,TI,I,SOLANA-CTRA.LOECHES,28,148,TORREJON DE ARDOZ,B2,Calle   Solana N 1,20121029,20121029,,727.9726,15,9,_,28,148,9__3__148__pm_1_IT_2_8_17501_*__TI_I_5,pm,3148103,SOLANA-CTRA.LOECHES,9__3__148_,9__3__148__3148103_1_IT_2,8_17501,8_17501_*,8_17501_
1206,8_06804,20160622,8,06804,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL,,S,,,,93,159,U,28,134,13405,1340501,10021,Plaza,de la,Universidad Popular,N,2,,,,01,031,6,T134326,1340501002,,1,B1,3,134-006,623,,534-4,1,5,20010621,19010101,,446428,4489735,T,,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL,,,,5399,8,308916,95006,5,1,1,06804,*,,7,TI,I,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL,28,134,SAN SEBASTIAN DE LOS REYES,B1,Plaza de la Universidad Popular N 2,20010621,19010101,,404.0303,13.36,9,93_159,28,006,9__5__006__-_1_IT_1_8_06804_*__TI_I_7,-,5006101,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL,9__5__006_,9__5__006__5006101_1_IT_1,8_06804,8_06804_*,8_06804_
1207,8_11056,20160622,8,11056,PARÍS-POL.IND.CIUDAD DE PARLA,,S,,,,,,U,28,106,10601,1060102,10006,Calle,,París,N,10,,,28980,01,016,,T106219,1060102006,7,4,B2,3,106-008,822,,582-3,1,0,20010621,19010101,,435764,4454868,T,,PARÍS-POL.IND.CIUDAD DE PARLA,,,,4666,8,341913,91106,1,1,1,11056,*,,18,TI,I,PARÍS-POL.IND.CIUDAD DE PARLA,28,106,PARLA,B2,Calle  París N 10,20100312,20100426,,481.8152,15,9,_,28,106,9__1__106__-_1_IT_1_8_11056_*__TI_I_18,-,1106101,PARÍS-POL.IND.CIUDAD DE PARLA,9__1__106_,9__1__106__1106101_1_IT_1,8_11056,8_11056_*,8_11056_
1208,8_15844,20160622,8,15844,GTA.SIRENAS-AV.MAR MEDITERRÁNEO,,S,,,,,,U,28,161,16101,1610101,E0046,Gta,de las,Sirenas,N,SN,,,28340,01,001,,T161478,1610101042,7,4,B3,3,161-010,853,,solape,2,3,20050328,20050328,,441587,4447894,T,,GTA.SIRENAS-AV.MAR MEDITERRÁNEO,,,,6339,8,354368,97161,7,1,1,15844,*,,21,TI,I,GTA.SIRENAS-AV.MAR MEDITERRÁNEO,28,161,VALDEMORO,B3,Gta de las Sirenas N SN,20150409,20150420,,291.324,40,9,_,28,161,9__7__161__-_1_IT_1_8_15844_*__TI_I_21,-,7161101,GTA.SIRENAS-AV.MAR MEDITERRÁNEO,9__7__161_,9__7__161__7161101_1_IT_1,8_15844,8_15844_*,8_15844_
1209,8_10215,20160622,8,10215,CTRA.M600-HOSPITAL EL ESCORIAL,,S,,,,,,C,28,131,,,00786,Ctra,de,Guadarrama,N,6.100,,M-600,28280,02,,3999,,,13,6,C1,4,054-001,1157,,533-1,1,11,20010621,19010101,,405591,4495709,T,,CTRA.M600-HOSPITAL EL ESCORIAL,,,,5188,8,344271,92131,2,1,1,10215,*,,12,TI,I,CTRA.M600-HOSPITAL EL ESCORIAL,28,131,SAN LORENZO DE EL ESCORIAL,C1,Ctra de Guadarrama N 6.100,20110301,20110321,,609.0997,-1,9,_,28,131,9__2__131__-_1_IT_1_8_10215_*__TI_I_12,-,2131101,CTRA.M600-HOSPITAL EL ESCORIAL,9__2__131_,9__2__131__2131101_1_IT_1,8_10215,8_10215_*,8_10215_
1210,8_16560,20160622,8,16560,AV.UNIÓN EUROPEA-CENTRO DE SALUD,,S,,,,,,U,28,148,14801,,C0017,Avda,de la,Unión Europea,N,4,,,28850,02,017,,T148185,,8,2,B2,3,148-012,943,,560-1,2,3,20061114,20061114,,461754,4478885,T,,AV.UNIÓN EUROPEA-CENTRO DE SALUD,,,,5836,8,354888,91A148,1A,1,2,16560,*,,14,TI,I,AV.UNIÓN EUROPEA-CENTRO DE SALUD,28,148,TORREJON DE ARDOZ,B2,Avda de la Unión Europea N 4,20150828,20150901,,334.5528,-1,9,_,28,148,9__1_A_148__c._1_IT_2_8_16560_*__TI_I_14,c.,1148A103,AV.UNIÓN EUROPEA-CENTRO DE SALUD,9__1_A_148_,9__1_A_148__1148A103_1_IT_2,8_16560,8_16560_*,8_16560_
1211,8_17554,20160622,8,17554,AV.UNIÓN EUROPEA-DINAMARCA,,S,,,,,,U,28,148,14801,1480101,C0017,Avda,de la,Unión Europea,N,13,,,28850,02,019,,T148299,,,2,B2,2,148-012,943,,560-1,2,3,20080415,20080415,,461991,4478978,T,,AV.UNIÓN EUROPEA-DINAMARCA,,,,5842,8,354889,91B148,1B,1,1,17554,*,,24,TI,I2,AV.UNIÓN EUROPEA-DINAMARCA,28,148,TORREJON DE ARDOZ,B2,Avda de la Unión Europea N 13,20150828,20150901,,328.0846,-1,9,_,28,148,9__1_B_148__-_1_IT_1_8_17554_*__TI_I2_24,-,1148B101,AV.UNIÓN EUROPEA-DINAMARCA,9__1_B_148_,9__1_B_148__1148B101_1_IT_1,8_17554,8_17554_*,8_17554_
1212,8_12240,20160622,8,12240,NARDO-CENTRO CÍVICO,,S,,,,93,249,U,28,006,00601,,A0219,Calle,del,Nardo,N,SN,,,28109,01,001,,T006363,,,1,B1,3,006-013,598,,,2,3,20010621,19010101,,446201,4487112,T,,NARDO-CENTRO CÍVICO,,,,1019,8,308916,95006,5,1,1,12240,*,,16,TI,I,NARDO-CENTRO CÍVICO,28,006,ALCOBENDAS,B1,Calle del Nardo N SN,20010621,19010101,,309.9176,-1,9,93_249,28,006,9__5__006__-_1_IT_1_8_12240_*__TI_I_16,-,5006101,NARDO-CENTRO CÍVICO,9__5__006_,9__5__006__5006101_1_IT_1,8_12240,8_12240_*,8_12240_
1213,8_12245,20160622,8,12245,MARCOS MARTÍNEZ-PºESTACIÓN,,S,,,,93,125,U,28,005,00501,0050101,A0442,Calle, ,Marcos Martínez,N,2,,,28807,07,001,,T005824,0050101001,,2,B3,3,005-019,875,,,2,3,20010621,19010101,,469198,4482277,T,,MARCOS MARTÍNEZ-PºESTACIÓN,,,,183,8,349041,92005,2,2,2,12245,*,,12,TI,I,MARCOS MARTÍNEZ-PºESTACIÓN,28,005,ALCALA DE HENARES,B3,Calle   Marcos Martínez N 2,20130115,20130202,,463.768,15,9,93_125,28,005,9__2__005__df_2_IT_2_8_12245_*__TI_I_12,df,2005203,MARCOS MARTÍNEZ-PºESTACIÓN,9__2__005_,9__2__005__2005203_2_IT_2,8_12245,8_12245_*,8_12245_
1214,8_12250,20160622,8,12250,VÍA COMPLUTENSE-COLEGIO,,S,,,,,,U,28,005,00501,,A0775,Calle, ,Vía Complutense,N,21,,,28801,01,005,,T005934,,,2,B3,2,005-020,876,,560-1,2,3,20010621,19010101,,469025,4481795,T,,VÍA COMPLUTENSE-COLEGIO,,,,196,8,308938,911005,11,1,1,12250,A,,10,TI,I,VÍA COMPLUTENSE-COLEGIO,28,005,ALCALA DE HENARES,B3,Calle   Vía Complutense N 21,20010621,19010101,,304.3166,15,9,_,28,005,9__11__005__-_1_IT_1_8_12250_A__TI_I_10,-,11005101,VÍA COMPLUTENSE-COLEGIO,9__11__005_,9__11__005__11005101_1_IT_1,8_12250,8_12250_A,8_12250_
1215,8_12256,20160622,8,12256,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,S,,,,,,U,28,005,00501,,02970,Calle, ,José María Pereda,N,36,,,28806,04,010,,T005300,,,2,B3,2,005-010,866,,535-3,2,3,20010621,19010101,,469047,4483712,T,,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,,,209,8,323558,910005,10,1,2,12256,*,,14,TI,I,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,28,005,ALCALA DE HENARES,B3,Calle   José María Pereda N 36,20010627,19990705,,298.264,13.36,9,_,28,005,9__10__005__a._1_IT_2_8_12256_*__TI_I_14,a.,10005102,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,9__10__005_,9__10__005__10005102_1_IT_2,8_12256,8_12256_*,8_12256_
1216,8_12261,20160622,8,12261,VÍA COMPLUTENSE-DON JUAN,,S,,,,,,U,28,005,00501,0050101,A0775,Calle, ,Vía Complutense,N,21,,,28807,01,015,,T005847,,,2,B3,2,005-018,874,,560-1,2,3,20010621,19010101,,469025,4481815,T,,VÍA COMPLUTENSE-DON JUAN,,,,227,8,328576,910005,10,2,2,12261,*,,21,TI,D,VÍA COMPLUTENSE-DON JUAN,28,005,ALCALA DE HENARES,B3,Calle   Vía Complutense N 21,20010621,19991201,,187.4925,15,9,_,28,005,9__10__005__a._2_IT_2_8_12261_*__TI_D_21,a.,10005202,VÍA COMPLUTENSE-DON JUAN,9__10__005_,9__10__005__10005202_2_IT_2,8_12261,8_12261_*,8_12261_
1217,8_12275,20160622,8,12275,AV.AMÉRICA-ALFONSO X EL SABIO,,S,,,,,,U,28,106,10603,,10013,Avda,de,América,N,47,,,28980,01,,,,,7,4,B2,3,106-011,825,,,1,1,20010621,19010101,,434919,4453494,T,,AV.AMÉRICA-ALFONSO X EL SABIO,,,,4659,8,349145,93106,3,1,1,12275,*,,52,TI,I2,AV.AMÉRICA-ALFONSO X EL SABIO,28,106,PARLA,B2,Avda de América N 47,20130129,20130201,,343.9966,-1,9,_,28,106,9__3__106__-_1_IT_1_8_12275_*__TI_I2_52,-,3106101,AV.AMÉRICA-ALFONSO X EL SABIO,9__3__106_,9__3__106__3106101_1_IT_1,8_12275,8_12275_*,8_12275_
1218,8_10619,20160622,8,10619,AV.VILLARES-ALCOTÁN,,S,,,,,,Z,28,014,01407,,A0457,Avda,de los,Villares,N,36,,,28500,01,,,,,8,3,B3,3,014-003,888,,,1,0,20010621,19010101,,461688,4463105,T,,AV.VILLARES-ALCOTÁN,,,,1783,8,355104,91014,1,1,1,10619,*,,24,TI,I,AV.VILLARES-ALCOTÁN,28,014,ARGANDA DEL REY,B3,Avda de los Villares N 36,20151027,20151104,,166.4404,-1,9,_,28,014,9__1__014__-_1_IT_1_8_10619_*__TI_I_24,-,1014101,AV.VILLARES-ALCOTÁN,9__1__014_,9__1__014__1014101_1_IT_1,8_10619,8_10619_*,8_10619_
1219,8_09495,20160622,8,09495,JÚPITER-SAN JOSÉ OBRERO,,S,,,,,,Z,28,115,11504,1150401,99999,Calle,,Júpiter,N,45,,,28224,02,001,,,,9,6,B1,3,115-009,996,,559-I,2,3,20010621,19010101,,432766,4477456,T,,JÚPITER-SAN JOSÉ OBRERO,,,,4960,8,355404,93115,3,1,1,09495,*,,12,TI,I,JÚPITER-SAN JOSÉ OBRERO,28,115,POZUELO DE ALARCON,B1,Calle  Júpiter N 45,20151110,20151124,,264.5065,40,9,_,28,115,9__3__115__-_1_IT_1_8_09495_*__TI_I_12,-,3115101,JÚPITER-SAN JOSÉ OBRERO,9__3__115_,9__3__115__3115101_1_IT_1,8_09495,8_09495_*,8_09495_
1220,8_11552,20160622,8,11552,CAMINO REAL-HOTEL,,S,,,,,,U,28,127,12701,,A0089,Calle,,Camino Real,N,2,,,28260,01,001,,,,9,6,B2,3,061-004,974,,,2,3,20010621,19010101,,420157,4487372,T,,CAMINO REAL-HOTEL,,,,5096,8,308844,91127,1,2,1,11552,*,,5,TI,I,CAMINO REAL-HOTEL,28,127,"ROZAS DE MADRID, LAS",B2,Calle  Camino Real N 2,20010621,19010101,,302.578,13.36,9,_,28,127,9__1__127__-_2_IT_1_8_11552_*__TI_I_5,-,1127201,CAMINO REAL-HOTEL,9__1__127_,9__1__127__1127201_2_IT_1,8_11552,8_11552_*,8_11552_
1221,8_11748,20160622,8,11748,J.GABRIEL Y GALÁN-LEOPOLDO ALAS CLARÍN,,S,,,,,,U,28,005,00501,,03356,Calle,,José Gabriel y Galán,N,3,,,28806,08,,,,,8,2,B3,3,005-003,859,,,2,3,20010621,19010101,,468994,4484515,T,,J.GABRIEL Y GALÁN-LEOPOLDO ALAS CLARÍN,,,,358,8,323558,910005,10,1,2,11748,*,,17,TI,I,J.GABRIEL Y GALÁN-LEOPOLDO ALAS CLARÍN,28,005,ALCALA DE HENARES,B3,Calle  José Gabriel y Galán N 3,20010627,19990705,,431.4481,15,9,_,28,005,9__10__005__a._1_IT_2_8_11748_*__TI_I_17,a.,10005102,J.GABRIEL Y GALÁN-LEOPOLDO ALAS CLARÍN,9__10__005_,9__10__005__10005102_1_IT_2,8_11748,8_11748_*,8_11748_
1222,8_17510,20160622,8,17510,AV.ALCALÁ DE HENARES-AV.VILLARES,,S,,,,,,U,28,014,01407,0140701,10248,Avda,de,Alcalá de Henares,N,18,,,28500,01,020,,T014121,0140701001,8,3,B3,3,014-003,888,,583-1,2,3,20080306,20080306,,461999,4462724,T,,AV.ALCALÁ DE HENARES-AV.VILLARES,,,,2008,8,346768,94014,4,1,1,17510,*,,14,TI,I,AV.ALCALÁ DE HENARES-AV.VILLARES,28,014,ARGANDA DEL REY,B3,Avda de Alcalá de Henares N 18,20120214,20120213,,298.3824,40,9,_,28,014,9__4__014__-_1_IT_1_8_17510_*__TI_I_14,-,4014101,AV.ALCALÁ DE HENARES-AV.VILLARES,9__4__014_,9__4__014__4014101_1_IT_1,8_17510,8_17510_*,8_17510_
1223,8_17520,20160622,8,17520,PºALCOBENDAS-COLEGIO,,S,,,,,,U,28,006,00601,0060101,A0007,Paseo,de,Alcobendas,N,9,,,28109,01,040,,T006435,0060101035,6,1,B1,3,006-017,602,,534-4,2,3,20080319,20080319,,446876,4486639,T,,PºALCOBENDAS-COLEGIO,,,,1288,8,351244,91006,1,2,1,17520,*,,10,TI,I,PºALCOBENDAS-COLEGIO,28,006,ALCOBENDAS,B1,Paseo de Alcobendas N 9,20131126,20131202,,283.6658,-1,9,_,28,006,9__1__006__-_2_IT_1_8_17520_*__TI_I_10,-,1006201,PºALCOBENDAS-COLEGIO,9__1__006_,9__1__006__1006201_2_IT_1,8_17520,8_17520_*,8_17520_
1224,8_15563,20160622,8,15563,PLAYA DEL SALER-PLAYA AGUADULCE,,S,,,,,,Z,28,022,02217,,A0173,Calle, ,Playa del Saler,N,22,,,28669,01,003,,T02246,,,5,B2,2,022-002,951,,558-2,2,3,20040601,20040601,,424707,4477407,T,,PLAYA DEL SALER-PLAYA AGUADULCE,,,,2143,8,341918,92022,2,2,1,15563,*,,12,TI,I,PLAYA DEL SALER-PLAYA AGUADULCE,28,022,BOADILLA DEL MONTE,B2,Calle   Playa del Saler N 22,20100316,20100401,,587.9414,15,9,_,28,022,9__2__022__-_2_IT_1_8_15563_*__TI_I_12,-,2022201,PLAYA DEL SALER-PLAYA AGUADULCE,9__2__022_,9__2__022__2022201_2_IT_1,8_15563,8_15563_*,8_15563_
1225,8_15614,20160622,8,15614,CTRA.M622-AV.MANUEL GLEZ.AMEZUA,,S,,,,,,T,28,038,03802,,00077,Avda,de la,Sierra del Guadarrama,N,33,,M-622,28470,01,001,,T038122,,13,6,C2,4,038-001,1155,,508-3,2,3,20040706,20040706,,411344,4510849,T,,CTRA.M622-AV.MANUEL GLEZ.AMEZUA,,,,2177,8,357287,91038,1,2,1,15614,*,,10,TI,I,CTRA.M622-AV.MANUEL GLEZ.AMEZUA,28,038,CERCEDILLA,C2,Avda de la Sierra del Guadarrama N 33,20120626,20160701,,184.3706,40,9,_,28,038,9__1__038__-_2_IT_1_8_15614_*__TI_I_10,-,1038201,CTRA.M622-AV.MANUEL GLEZ.AMEZUA,9__1__038_,9__1__038__1038201_2_IT_1,8_15614,8_15614_*,8_15614_
1226,8_15629,20160622,8,15629,GTA.FERNANDO VII-EST.LA GARENA,,S,,,,92,218,U,28,005,00501,,07090,Rtda, ,Fernando VII,N,S/N,,,,08,024,,,,,2,B3,,001-001,1,,560-1,2,3,20040715,20040715,,466782,4481433,T,,GTA.FERNANDO VII-EST.LA GARENA,,,,898,8,308938,911005,11,1,1,15629,*,,3,TI,I,GTA.FERNANDO VII-EST.LA GARENA,28,005,ALCALA DE HENARES,B3,Rtda   Fernando VII N S/N,20010621,19010101,,397.2799,40,9,92_218,28,005,9__11__005__-_1_IT_1_8_15629_*__TI_I_3,-,11005101,GTA.FERNANDO VII-EST.LA GARENA,9__11__005_,9__11__005__11005101_1_IT_1,8_15629,8_15629_*,8_15629_
