OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
4001,6,340864,521,N21,2,1,1522,*,,22,TI,I,SAN FCO.DE SALES-GUZMAN EL BUENO,28,079,MADRID,A,Paseo de San Francisco de Sales N 33,20090714,20090518,,552.336,30,6,_,,,6_N_521_____2_IT_1_6_1522_*__TI_I_22,,,,6_N_521___,6_N_521_____2_IT_1,6_1522,6_1522_*,6_1522_
4002,6,341032,044,44,2,1,1522,*,,14,TI,I,SAN FCO.DE SALES-GUZMAN EL BUENO,28,079,MADRID,A,Paseo de San Francisco de Sales N 33,20090921,20090807,,552.336,30,6,_,,,6__44_____2_IT_1_6_1522_*__TI_I_14,,,,6__44___,6__44_____2_IT_1,6_1522,6_1522_*,6_1522_
4003,6,341032,044,44,2,1,1523,*,,15,TI,I,SAN FCO.DE SALES-ANDRES MELLADO,28,079,MADRID,A,Paseo de San Francisco de Sales N 23B,20090921,20090807,,166.6721,-1,6,_,,,6__44_____2_IT_1_6_1523_*__TI_I_15,,,,6__44___,6__44_____2_IT_1,6_1523,6_1523_*,6_1523_
4004,6,341032,044,44,2,1,1524,*,,16,TI,I,SAN FCO.DE SALES-PZA.CRISTO REY,28,079,MADRID,A,Paseo de SAN FRANCISCO DE SALES N 1,20090921,20090807,,258.7297,-1,6,93_238,,,6__44_____2_IT_1_6_1524_*__TI_I_16,,,,6__44___,6__44_____2_IT_1,6_1524,6_1524_*,6_1524_
4005,6,340864,521,N21,2,1,1524,*,,23,TI,I,SAN FCO.DE SALES-PZA.CRISTO REY,28,079,MADRID,A,Paseo de SAN FRANCISCO DE SALES N 1,20090714,20090518,,425.4018,-1,6,93_238,,,6_N_521_____2_IT_1_6_1524_*__TI_I_23,,,,6_N_521___,6_N_521_____2_IT_1,6_1524,6_1524_*,6_1524_
4006,6,341038,133,133,2,1,1525,*,,31,TI,I,PZA.DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20090921,20090807,,262.4595,-1,6,92_64,,,6__133_____2_IT_1_6_1525_*__TI_I_31,,,,6__133___,6__133_____2_IT_1,6_1525,6_1525_*,6_1525_
4007,6,341032,044,44,2,1,1525,*,,24,TI,I,PZA.DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20090921,20090807,,262.4595,10.896,6,92_64,,,6__44_____2_IT_1_6_1525_*__TI_I_24,,,,6__44___,6__44_____2_IT_1,6_1525,6_1525_*,6_1525_
4008,6,331801,310,310,1,1,1527,*,,13,TI,I,LAGO CALAFATE,28,079,MADRID,A,Calle del Lago Calafate N 18,20030325,20030401,,288.069,30,6,_,,,6__10_B____1_IT_1_6_1527_*__TI_I_13,,,,6__10_B__,6__10_B____1_IT_1,6_1527,6_1527_*,6_1527_
4009,6,352423,045,45,1,1,1528,*,,26,TI,T,GTA.PTE.GARCIA MORENO,28,079,MADRID,A,Gta del Presidente García Moreno N 2,20140211,20140526,,384.596,0,6,_,,,6__45_____1_IT_1_6_1528_*__TI_T_26,,-,,6__45___,6__45____-_1_IT_1,6_1528,6_1528_*,6_1528_
4010,6,352424,045,45,2,1,1528,*,,1,TI,T,GTA.PTE.GARCIA MORENO,28,079,MADRID,A,Gta del Presidente García Moreno N 2,20140211,20140526,,0,0,6,_,,,6__45_____2_IT_1_6_1528_*__TI_T_1,,-,,6__45___,6__45____-_2_IT_1,6_1528,6_1528_*,6_1528_
4011,6,352424,045,45,2,1,1529,*,,2,TI,I,AV.REINA VICTORIA-GUZMAN EL BUENO,28,079,MADRID,A,Avda de la Reina Victoria N 55,20140211,20140526,,212.096,11.625,6,93_225,,,6__45_____2_IT_1_6_1529_*__TI_I_2,,-,,6__45___,6__45____-_2_IT_1,6_1529,6_1529_*,6_1529_
4012,6,283802,091,F,2,1,1530,*,,8,TI,I,AV.REINA VICTORIA-GRAL.I.IBERO,28,079,MADRID,A,Avda de la Reina Victoria N 39,19991221,19861001,,298.7294,11.224,6,93_225,,,6__91_____2_IT_1_6_1530_*__TI_I_8,,,,6__91___,6__91_____2_IT_1,6_1530,6_1530_*,6_1530_
4013,6,283890,068,C1,2,1,1530,*,,25,TI,I,AV.REINA VICTORIA-GRAL.I.IBERO,28,079,MADRID,A,Avda de la Reina Victoria N 39,19991221,19861001,,298.7292,12.234,6,93_225,,,6__68_____2_IT_1_6_1530_*__TI_I_25,,,,6__68___,6__68_____2_IT_1,6_1530,6_1530_*,6_1530_
4014,6,352424,045,45,2,1,1530,*,,3,TI,I,AV.REINA VICTORIA-GRAL.I.IBERO,28,079,MADRID,A,Avda de la Reina Victoria N 39,20140211,20140526,,157.0909,0,6,93_225,,,6__45_____2_IT_1_6_1530_*__TI_I_3,,-,,6__45___,6__45____-_2_IT_1,6_1530,6_1530_*,6_1530_
4015,6,331531,519,N19,1,1,5430,*,,30,TI,I,"CALLE DE MIRABEL, 3",28,079,MADRID,A,Calle de Mirabel N 4A,20021028,20021013,,388.381,13.36,6,_,,,6_N_519_____1_IT_1_6_5430_*__TI_I_30,,,,6_N_519___,6_N_519_____1_IT_1,6_5430,6_5430_*,6_5430_
4016,6,283751,114,114,1,1,3534,*,,12,TI,I,MARQUESADO STA.MARTA-FERNANDO MIJARES,28,079,MADRID,A,Calle del Marquesado de Santa Marta N 12,19991221,19900523,,287.706,30,6,_,,,6__114_____1_IT_1_6_3534_*__TI_I_12,,,,6__114___,6__114_____1_IT_1,6_3534,6_3534_*,6_3534_
4017,6,340720,504,N4,1,1,3534,*,,16,TI,I,MARQUESADO STA.MARTA-FERNANDO MIJARES,28,079,MADRID,A,Calle del Marquesado de Santa Marta N 12,20090619,20090518,,287.7059,13.36,6,_,,,6_N_504_____1_IT_1_6_3534_*__TI_I_16,,,,6_N_504___,6_N_504_____1_IT_1,6_3534,6_3534_*,6_3534_
4018,6,339746,118,118,2,1,3535,*,,10,TI,I,AGUACATE-SECOYA,28,079,MADRID,A,Calle del Aguacate N 29,20081229,20081210,,283.698,13.36,6,_,,,6__118_____2_IT_1_6_3535_*__TI_I_10,,,,6__118___,6__118_____2_IT_1,6_3535,6_3535_*,6_3535_
4019,6,340824,516,N16,2,1,3535,*,,7,TI,I,AGUACATE-SECOYA,28,079,MADRID,A,Calle del Aguacate N 29,20090707,20090518,,544.8411,13.36,6,_,,,6_N_516_____2_IT_1_6_3535_*__TI_I_7,,,,6_N_516___,6_N_516_____2_IT_1,6_3535,6_3535_*,6_3535_
4020,6,342848,108,108,2,1,3535,*,,3,TI,I,AGUACATE-SECOYA,28,079,MADRID,A,Calle del Aguacate N 29,20100827,20100717,,283.698,11.17,6,_,,,6__108_____2_IT_1_6_3535_*__TI_I_3,,,,6__108___,6__108_____2_IT_1,6_3535,6_3535_*,6_3535_
4021,6,341547,022,22,1,1,3537,*,,10,TI,I,AV.ANDALUCIA-DULZURA,28,079,MADRID,A,Avda de Andalucía N 38,20091207,20091010,,206.53,-1,6,93_172,,,6__22_____1_IT_1_6_3537_*__TI_I_10,,,,6__22___,6__22_____1_IT_1,6_3537,6_3537_*,6_3537_
4022,6,331642,079,79,1,1,3537,*,,10,TI,I,AV.ANDALUCIA-DULZURA,28,079,MADRID,A,Avda de Andalucía N 38,20021203,20021202,,206.53,-1,6,93_172,,,6__79_____1_IT_1_6_3537_*__TI_I_10,,,,6__79___,6__79_____1_IT_1,6_3537,6_3537_*,6_3537_
4023,6,352433,059,59,1,1,3537,*,,17,TI,I,AV.ANDALUCIA-DULZURA,28,079,MADRID,A,Avda de Andalucía N 38,20101129,20140526,,206.53,-1,6,93_172,,,6__59_____1_IT_1_6_3537_*__TI_I_17,,,,6__59___,6__59_____1_IT_1,6_3537,6_3537_*,6_3537_
4024,6,352435,085,85,1,1,3537,*,,17,TI,I,AV.ANDALUCIA-DULZURA,28,079,MADRID,A,Avda de Andalucía N 38,20101129,20140526,,206.53,-1,6,93_172,,,6__85_____1_IT_1_6_3537_*__TI_I_17,,,,6__85___,6__85_____1_IT_1,6_3537,6_3537_*,6_3537_
4025,6,353903,003,3,1,1,3539,*,,16,TI,I,STA.ENGRACIA-CARACAS,28,079,MADRID,A,Calle de Santa Engracia N 20,20150122,20091007,,255.193,13.36,6,_,,,6__3_____1_IT_1_6_3539_*__TI_I_16,,,,6__3___,6__3_____1_IT_1,6_3539,6_3539_*,6_3539_
4026,6,331486,506,N6,1,1,3542,*,,24,TI,I,POBLADURA VALLE-ALCONERA,28,079,MADRID,A,Calle de Pobladura del Valle SN SN,20021015,20021013,,265.543,13.36,6,_,,,6_N_506_____1_IT_1_6_3542_*__TI_I_24,,,,6_N_506___,6_N_506_____1_IT_1,6_3542,6_3542_*,6_3542_
4027,6,337512,048,48,1,1,3542,*,,24,TI,I,POBLADURA VALLE-ALCONERA,28,079,MADRID,A,Calle de Pobladura del Valle SN SN,20080121,20070929,,265.543,30,6,_,,,6__48_____1_IT_1_6_3542_*__TI_I_24,,,,6__48___,6__48_____1_IT_1,6_3542,6_3542_*,6_3542_
4028,6,284273,038,38,1,1,3543,*,,27,TI,I,AV.NIZA-LAS MUSAS,28,079,MADRID,A,Avda de Niza N 59,19991221,19980314,,372.38,30,6,93_255,,,6__38_____1_IT_1_6_3543_*__TI_I_27,,,,6__38___,6__38_____1_IT_1,6_3543,6_3543_*,6_3543_
4029,6,341544,402,E2,2,1,3543,*,,1,TI,T,AV.NIZA-LAS MUSAS,28,079,MADRID,A,Avda de Niza N 59,20091207,20091202,,0,0,6,93_255,,,6__402_____2_IT_1_6_3543_*__TI_T_1,,,,6__402___,6__402_____2_IT_1,6_3543,6_3543_*,6_3543_
4030,6,341543,402,E2,1,1,3543,*,,13,TI,T,AV.NIZA-LAS MUSAS,28,079,MADRID,A,Avda de Niza N 59,20091207,20091202,,334.0549,19.787,6,93_255,,,6__402_____1_IT_1_6_3543_*__TI_T_13,,,,6__402___,6__402_____1_IT_1,6_3543,6_3543_*,6_3543_
4031,6,334476,030,30,2,1,3545,*,,9,TI,I,DR.GARCIA TAPIA-FTE.CARRANTONA,28,079,MADRID,A,Avda del Doctor García Tapia N 155,20060210,20050721,,135.951,13.13,6,_,,,6__30_____2_IT_1_6_3545_*__TI_I_9,,,,6__30___,6__30_____2_IT_1,6_3545,6_3545_*,6_3545_
4032,6,284352,104,104,1,1,3546,*,,18,TI,I,RIBERA DEL LOIRA-AV.PARTENON,28,079,MADRID,A,Calle de la Ribera del Loira N 34,19991221,20010602,,266.5063,16.111,6,_,,,6__104_____1_IT_1_6_3546_*__TI_I_18,,,,6__104___,6__104_____1_IT_1,6_3546,6_3546_*,6_3546_
4033,6,283817,096,H,1,1,3553,*,,1,TI,C,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,19991221,19881010,,0,0,6,90_1,,,6__96_____1_IT_1_6_3553_*__TI_C_1,,,,6__96___,6__96_____1_IT_1,6_3553,6_3553_*,6_3553_
4034,6,283818,096,H,2,1,3553,*,,8,TI,C,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,19991221,19881010,,368.2709,-1,6,90_1,,,6__96_____2_IT_1_6_3553_*__TI_C_8,,,,6__96___,6__96_____2_IT_1,6_3553,6_3553_*,6_3553_
4035,6,339643,518,N18,1,1,3553,*,,27,TI,T,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20081215,20051121,,469.9235,-1,6,90_1,,,6_N_518_____1_IT_1_6_3553_*__TI_T_27,,,,6_N_518___,6_N_518_____1_IT_1,6_3553,6_3553_*,6_3553_
4036,6,340802,518,N18,2,1,3553,*,,1,TI,T,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20090703,20090518,,0,0,6,90_1,,,6_N_518_____2_IT_1_6_3553_*__TI_T_1,,,,6_N_518___,6_N_518_____2_IT_1,6_3553,6_3553_*,6_3553_
4037,6,332193,031,31,2,1,3553,*,,2,TI,I,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20031017,20031108,,186.3459,-1,6,90_1,,,6__31_____2_IT_1_6_3553_*__TI_I_2,,,,6__31___,6__31_____2_IT_1,6_3553,6_3553_*,6_3553_
4038,6,335788,017,17,2,1,3553,*,,12,TI,I,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20070108,20061222,,506.8439,-1,6,90_1,,,6__17_____2_IT_1_6_3553_*__TI_I_12,,,,6__17___,6__17_____2_IT_1,6_3553,6_3553_*,6_3553_
4039,6,350767,526,N26,2,1,3553,*,,1,TI,T,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20131010,20131001,,0,0,6,90_1,,,6_N_526_____2_IT_1_6_3553_*__TI_T_1,,-,,6_N_526___,6_N_526____-_2_IT_1,6_3553,6_3553_*,6_3553_
4040,6,351604,526,N26,1,1,3553,*,,33,TI,T,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Ocaña N 2,20140204,20140113,,272.9473,0,6,90_1,,,6_N_526_____1_IT_1_6_3553_*__TI_T_33,,-,,6_N_526___,6_N_526____-_1_IT_1,6_3553,6_3553_*,6_3553_
4041,6,283736,127,127,2,1,3556,*,,2,TI,I,SANTIAGO COMPOSTELA-PINTOR F.LLORENS,28,079,MADRID,A,Calle de Santiago de Compostela N 60,19991221,19961019,,446.5973,-1,6,_,,,6__127_____2_IT_1_6_3556_*__TI_I_2,,,,6__127___,6__127_____2_IT_1,6_3556,6_3556_*,6_3556_
4042,6,283802,091,F,2,1,3557,*,,10,TI,I,AVDA.REINA VICTORIA-CUATRO CAMINOS,28,079,MADRID,A,Avda de la Reina Victoria N 5,19991221,19861001,,207.4611,-1,6,91_40,,,6__91_____2_IT_1_6_3557_*__TI_I_10,,,,6__91___,6__91_____2_IT_1,6_3557,6_3557_*,6_3557_
4043,6,283736,127,127,2,1,3557,*,,29,TI,D,AVDA.REINA VICTORIA-CUATRO CAMINOS,28,079,MADRID,A,Avda de la Reina Victoria N 5,19991221,19961019,,207.4611,-1,6,91_40,,,6__127_____2_IT_1_6_3557_*__TI_D_29,,,,6__127___,6__127_____2_IT_1,6_3557,6_3557_*,6_3557_
4044,6,352424,045,45,2,1,3557,*,,5,TI,I,AVDA.REINA VICTORIA-CUATRO CAMINOS,28,079,MADRID,A,Avda de la Reina Victoria N 5,20140211,20140526,,207.4611,0,6,91_40,,,6__45_____2_IT_1_6_3557_*__TI_I_5,,-,,6__45___,6__45____-_2_IT_1,6_3557,6_3557_*,6_3557_
4045,6,342097,042,42,1,1,3558,*,,10,TI,I,AV.BETANZOS-CHANTADA,28,079,MADRID,A,Avda de Betanzos N 18,20100415,20091110,,263.8496,12.578,6,_,,,6__42_____1_IT_1_6_3558_*__TI_I_10,,,,6__42___,6__42_____1_IT_1,6_3558,6_3558_*,6_3558_
4046,6,333029,071,71,1,1,3560,*,,27,TI,I,INDALECIO PRIETO-LOS PINILLAS,28,079,MADRID,A,Bulv de Indalecio Prieto N 27,20040730,20041120,,268.632,30,6,93_361,,,6__71_____1_IT_1_6_3560_*__TI_I_27,,,,6__71___,6__71_____1_IT_1,6_3560,6_3560_*,6_3560_
4047,6,335797,130,130,1,1,3560,*,,30,TI,I,INDALECIO PRIETO-LOS PINILLAS,28,079,MADRID,A,Bulv de Indalecio Prieto N 27,20070109,20070103,,278.5508,13.36,6,93_361,,,6__130_____1_IT_1_6_3560_*__TI_I_30,,,,6__130___,6__130_____1_IT_1,6_3560,6_3560_*,6_3560_
4048,6,340782,008,8,1,1,3560,*,,36,TI,I,INDALECIO PRIETO-LOS PINILLAS,28,079,MADRID,A,Bulv de Indalecio Prieto N 27,20090702,20090520,,268.632,13.36,6,93_361,,,6__8_____1_IT_1_6_3560_*__TI_I_36,,,,6__8___,6__8_____1_IT_1,6_3560,6_3560_*,6_3560_
4049,6,333029,071,71,1,1,3561,*,,28,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 13B,20040730,20041120,,229.99,30,6,93_361,,,6__71_____1_IT_1_6_3561_*__TI_I_28,,,,6__71___,6__71_____1_IT_1,6_3561,6_3561_*,6_3561_
4050,6,335797,130,130,1,1,3561,*,,31,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 13B,20070109,20070103,,229.9905,13.36,6,93_361,,,6__130_____1_IT_1_6_3561_*__TI_I_31,,,,6__130___,6__130_____1_IT_1,6_3561,6_3561_*,6_3561_
4051,6,340782,008,8,1,1,3561,*,,37,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 13B,20090702,20090520,,229.9905,13.36,6,93_361,,,6__8_____1_IT_1_6_3561_*__TI_I_37,,,,6__8___,6__8_____1_IT_1,6_3561,6_3561_*,6_3561_
4052,6,333029,071,71,1,1,3562,*,,29,TI,I,INDALECIO PRIETO-PZA.DAVILAS,28,079,MADRID,A,Bulev de Indalecio Prieto N 9,20040730,20041120,,147.0192,14.608,6,_,,,6__71_____1_IT_1_6_3562_*__TI_I_29,,,,6__71___,6__71_____1_IT_1,6_3562,6_3562_*,6_3562_
4053,6,335797,130,130,1,1,3562,*,,32,TI,I,INDALECIO PRIETO-PZA.DAVILAS,28,079,MADRID,A,Bulev de Indalecio Prieto N 9,20070109,20070103,,147.0192,18.84,6,_,,,6__130_____1_IT_1_6_3562_*__TI_I_32,,,,6__130___,6__130_____1_IT_1,6_3562,6_3562_*,6_3562_
4054,6,331494,508,N8,1,1,3564,*,,32,TI,T,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 16,20021015,20021013,,1172.7194,30,6,93_361,,,6_N_508_____1_IT_1_6_3564_*__TI_T_32,,,,6_N_508___,6_N_508_____1_IT_1,6_3564,6_3564_*,6_3564_
4055,6,331496,508,N8,2,1,3564,*,,1,TI,T,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 16,20021016,20021013,,0,0,6,93_361,,,6_N_508_____2_IT_1_6_3564_*__TI_T_1,,,,6_N_508___,6_N_508_____2_IT_1,6_3564,6_3564_*,6_3564_
4056,6,331899,008,8,2,1,3564,*,,2,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 16,20030308,20030308,,313.05,13.36,6,93_361,,,6__8_____2_IT_1_6_3564_*__TI_I_2,,,,6__8___,6__8_____2_IT_1,6_3564,6_3564_*,6_3564_
4057,6,335798,130,130,2,1,3564,*,,7,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 16,20070109,20070103,,313.034,30,6,93_361,,,6__130_____2_IT_1_6_3564_*__TI_I_7,,,,6__130___,6__130_____2_IT_1,6_3564,6_3564_*,6_3564_
4058,6,332574,071,71,2,1,3564,*,,13,TI,I,INDALECIO PRIETO-JUGLARES,28,079,MADRID,A,Bulv de Indalecio Prieto N 16,20040112,20040126,,313.035,,6,93_361,,,6__71_____2_IT_1_6_3564_*__TI_I_13,,,,6__71___,6__71_____2_IT_1,6_3564,6_3564_*,6_3564_
4059,6,352405,020,20,1,1,3565,*,,17,TI,I,PZA.CORR.ALONSO AGUILAR,28,079,MADRID,A,Avda de Moratalaz N 40,20061221,20140526,,140.131,-1,6,_,,,6__20_____1_IT_1_6_3565_*__TI_I_17,,,,6__20___,6__20_____1_IT_1,6_3565,6_3565_*,6_3565_
4060,6,331799,215,215,1,1,3566,*,,9,TI,I,JUAN ESPLANDIU Nº 9,28,079,MADRID,A,Calle de Juan Esplandiu N 18,20030325,20030401,,354.101,30,6,_,,,6__215_____1_IT_1_6_3566_*__TI_I_9,,,,6__215___,6__215_____1_IT_1,6_3566,6_3566_*,6_3566_
4061,6,331800,215,215,2,1,3568,*,,2,TI,I,JUAN ESPLANDIU Nº 4,28,079,MADRID,A,Calle de Juan Esplandiu N 4,20030325,20030401,,207.608,30,6,_,,,6__215_____2_IT_1_6_3568_*__TI_I_2,,,,6__215___,6__215_____2_IT_1,6_3568,6_3568_*,6_3568_
4062,6,335205,514,N14,2,1,3501,*,,5,TI,I,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,28,079,MADRID,A,Paseo de Alberto Palacios N 84,20060727,20041016,,425.334,30,6,_,,,6_N_514_____2_IT_1_6_3501_*__TI_I_5,,,,6_N_514___,6_N_514_____2_IT_1,6_3501,6_3501_*,6_3501_
4063,6,341547,022,22,1,1,3501,*,,21,TI,I,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,28,079,MADRID,A,Paseo de Alberto Palacios N 84,20091207,20091010,,277.4519,13.36,6,_,,,6__22_____1_IT_1_6_3501_*__TI_I_21,,,,6__22___,6__22_____1_IT_1,6_3501,6_3501_*,6_3501_
4064,6,331800,215,215,2,1,3569,*,,3,TI,I,JUAN ESPLANDIU Nº 9,28,079,MADRID,A,Calle de Juan Esplandiu N 9,20030325,20030401,,250.084,30,6,_,,,6__215_____2_IT_1_6_3569_*__TI_I_3,,,,6__215___,6__215_____2_IT_1,6_3569,6_3569_*,6_3569_
4065,6,334719,077,77,2,1,3573,*,,3,TI,I,GASCUEÑA-FUENSAVIÑAN,28,079,MADRID,A,Calle de Gascueña N 21B,20060315,20060315,,297.5959,14.937,6,_,,,6__77_____2_IT_1_6_3573_*__TI_I_3,,,,6__77___,6__77_____2_IT_1,6_3573,6_3573_*,6_3573_
4066,6,331943,019,19,1,1,3574,*,,3,TI,I,AV.DOCTOR ARCE-VELAZQUEZ,28,079,MADRID,A,Avda del Doctor Arce N 11,20030414,20030308,,316.867,30,6,_,,,6__19_____1_IT_1_6_3574_*__TI_I_3,,,,6__19___,6__19_____1_IT_1,6_3574,6_3574_*,6_3574_
4067,6,335835,016,16,2,1,3574,*,,13,TI,I,AV.DOCTOR ARCE-VELAZQUEZ,28,079,MADRID,A,Avda del Doctor Arce N 11,20070201,20060321,,316.868,,6,_,,,6__16_____2_IT_1_6_3574_*__TI_I_13,,,,6__16___,6__16_____2_IT_1,6_3574,6_3574_*,6_3574_
4068,6,331790,100,100,1,1,3575,*,,11,TI,I,DR.GARCIA TAPIA-M40,28,079,MADRID,A,Avda del Doctor García Tapia N 232,20030324,20030401,,182.7243,15.405,6,_,,,6__100_____1_IT_1_6_3575_*__TI_I_11,,,,6__100___,6__100_____1_IT_1,6_3575,6_3575_*,6_3575_
4069,6,342098,042,42,2,1,3427,*,,2,TI,I,DOCTOR RAMON CASTROVIEJO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 77,20100415,20091110,,515.0679,-1,6,_,,,6__42_____2_IT_1_6_3427_*__TI_I_2,,,,6__42___,6__42_____2_IT_1,6_3427,6_3427_*,6_3427_
4070,6,343126,137,137,1,1,3427,*,,7,TI,I,DOCTOR RAMON CASTROVIEJO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 77,20101005,20100918,,318.5002,-1,6,_,,,6__137_____1_IT_1_6_3427_*__TI_I_7,,,,6__137___,6__137_____1_IT_1,6_3427,6_3427_*,6_3427_
4071,6,342098,042,42,2,1,3428,*,,3,TI,I,DR.RAMON CASTROVIEJO-J.LORENZO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 65,20100415,20091110,,283.7659,-1,6,_,,,6__42_____2_IT_1_6_3428_*__TI_I_3,,,,6__42___,6__42_____2_IT_1,6_3428,6_3428_*,6_3428_
4072,6,343126,137,137,1,1,3428,*,,8,TI,I,DR.RAMON CASTROVIEJO-J.LORENZO,28,079,MADRID,A,Calle del Doctor Ramón Castroviejo N 65,20101005,20100918,,283.7659,-1,6,_,,,6__137_____1_IT_1_6_3428_*__TI_I_8,,,,6__137___,6__137_____1_IT_1,6_3428,6_3428_*,6_3428_
4073,6,342098,042,42,2,1,3429,*,,4,TI,I,JOAQUIN LORENZO-ISLA MALAITA,28,079,MADRID,A,Calle de Joaquín Lorenzo N 15,20100415,20091110,,200.078,30,6,_,,,6__42_____2_IT_1_6_3429_*__TI_I_4,,,,6__42___,6__42_____2_IT_1,6_3429,6_3429_*,6_3429_
4074,6,343126,137,137,1,1,3431,*,,9,TI,I,ISLA MALAITA-JOAQUIN LORENZO,28,079,MADRID,A,Calle de la Isla Malaita N 2,20101005,20100918,,265.622,30,6,_,,,6__137_____1_IT_1_6_3431_*__TI_I_9,,,,6__137___,6__137_____1_IT_1,6_3431,6_3431_*,6_3431_
4075,6,343126,137,137,1,1,3432,*,,10,TI,I,ISLA MALAITA-CESAR MANRIQUE,28,079,MADRID,A,Calle de la Isla Malaita N 10,20101005,20100918,,129.173,30,6,_,,,6__137_____1_IT_1_6_3432_*__TI_I_10,,,,6__137___,6__137_____1_IT_1,6_3432,6_3432_*,6_3432_
4076,6,283972,037,37,2,1,3435,*,,24,TI,D,SANTA ENGRACIA-BRAVO MURILLO,28,079,MADRID,A,Calle de Bravo Murillo N 94,19991221,19861001,,257.4828,-1,6,91_40,,,6__37_____2_IT_1_6_3435_*__TI_D_24,,,,6__37___,6__37_____2_IT_1,6_3435,6_3435_*,6_3435_
4077,6,283735,127,127,1,1,3436,*,,13,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15A,19991221,19961019,,196.6499,13.222,6,_,,,6__127_____1_IT_1_6_3436_*__TI_I_13,,,,6__127___,6__127_____1_IT_1,6_3436,6_3436_*,6_3436_
4078,6,333606,132,132,1,1,3436,*,,25,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15A,20050331,20050414,,196.6499,15.257,6,_,,,6__132_____1_IT_1_6_3436_*__TI_I_25,,,,6__132___,6__132_____1_IT_1,6_3436,6_3436_*,6_3436_
4079,6,283729,126,126,1,1,3436,*,,19,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15A,19991221,19961019,,196.6499,13.19,6,_,,,6__126_____1_IT_1_6_3436_*__TI_I_19,,,,6__126___,6__126_____1_IT_1,6_3436,6_3436_*,6_3436_
4080,6,333607,132,132,2,1,3437,*,,20,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15,20050331,20050414,,218.1216,14.193,6,_,,,6__132_____2_IT_1_6_3437_*__TI_I_20,,,,6__132___,6__132_____2_IT_1,6_3437,6_3437_*,6_3437_
4081,6,283730,126,126,2,1,3437,*,,9,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15,19991221,19961019,,218.1216,13.14,6,_,,,6__126_____2_IT_1_6_3437_*__TI_I_9,,,,6__126___,6__126_____2_IT_1,6_3437,6_3437_*,6_3437_
4082,6,283736,127,127,2,1,3437,*,,16,TI,I,ANTONIO MACHADO-ISLA DE OZA,28,079,MADRID,A,Calle de Antonio Machado N 15,19991221,19961019,,218.1216,12.726,6,_,,,6__127_____2_IT_1_6_3437_*__TI_I_16,,,,6__127___,6__127_____2_IT_1,6_3437,6_3437_*,6_3437_
